Unnamed: 0,barangay,name_original,address,address_clean,major_division,sub_division,category,data_source,open_hours,close_hours,latitude,longitude,district
378,Nagkaisang Nayon,Lazaro,"Lot 5 Blk 5, Damong Maliit, Lazaro Subd., Brgy. Nagkaisang Nayon","Lot 5 Blk 5, Damong Maliit, Lazaro Subdivision, Barangay Nagkaisang Nayon, Quezon City, Philippines",Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",,,14.72322303,121.0315711,5.0
379,Nagkaisang Nayon,Queensland II,"Ground Floor Vargas Building, Blk 5 Lot 14 Ruby St. Queensland 2 Village, Brgy Nagkaisang Nayon","Ground Floor Vargas Building, Blk 5 Lot 14 Ruby Street Queensland 2 Village, Barangay Nagkaisang Nayon, Quezon City, Philippines",Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",,,,,5.0
380,Nagkaisang Nayon,Nagkaisang Nayon I,"Barangay Hall Compound., #7 Banahaw St. Brgy. Nagkaisang Nayon","Barangay Hall Compound., #7 Banahaw Street Barangay Nagkaisang Nayon, Quezon City, Philippines",Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",,,14.71932957,121.0286675,5.0
381,Nagkaisang Nayon,Queensland I,"Princess Grace St., Queensland Phase I Subd., Damong Maliit, Brgy. Nagkaisang Nayon","Princess Grace Street, Queensland Phase I Subdivision, Damong Maliit, Barangay Nagkaisang Nayon, Quezon City, Philippines",Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",,,14.72322303,121.0315711,5.0
382,Nagkaisang Nayon,Robina,"Robina Rd. Sierra Vista Subd., Brgy. Nagkaisang Nayon","Robina Road Sierra Vista Subdivision, Barangay Nagkaisang Nayon, Quezon City, Philippines",Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",,,14.714443,121.020511,5.0
383,Nagkaisang Nayon,Nagkaisang Nayon II,"Barangay Hall Compound., #7 Banahaw St. Brgy. Nagkaisang Nayon","Barangay Hall Compound., #7 Banahaw Street Barangay Nagkaisang Nayon, Quezon City, Philippines",Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",,,14.71932957,121.0286675,5.0
384,Nagkaisang Nayon,St. Andrew,"Sampaguita St., Dantes Subd., Damong Maliit, Brgy. Nagkaisang Nayon","Sampaguita Street, Dantes Subdivision, Damong Maliit, Barangay Nagkaisang Nayon, Quezon City, Philippines",Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",,,,,5.0
385,Nagkaisang Nayon,Nagkaisang Nayon Health Center,"Terio St., FB de Jesus,Sitio Damong Maliit Bgy. Nagkaisang Nayon","Terio Street, FB de Jesus,Sitio Damong Maliit Barangay Nagkaisang Nayon, Quezon City, Philippines",Health centers,,Health center pharmacy,"Data_QC Caring Cities Tracker, QC Administrative Data - Health",,,14.72322303,121.0315711,5.0
386,Nagkaisang Nayon,Villa Nova,"St. Michael St. cor Francis St. Villanova Subd., Brgy. Nagkaisang Nayon","Street Michael Street corner Francis Street Villanova Subdivision, Barangay Nagkaisang Nayon, Quezon City, Philippines",Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",,,14.7235756,121.0251884,5.0
387,Nayong Kanluran,kg therapy recovery clinic,"13b, west avenue, nayong kanluran, quezon city, ncr, 1125","13b, west avenue, nayong kanluran, quezon city, ncr, 1125, Philippines",Long-term care and rehabilitation services,,Physical therapy clinic,"QC Future Ready dashboard, Long-term care and rehabilitation services",10:00AM,8:00PM,14.63873502,121.0259828,1.0
388,Nayong Kanluran,Nayong Kanluran,37 Sorsogon St.,"37 Sorsogon Street, Quezon City, Philippines",Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",,,14.64061471,121.0256299,1.0
389,North Fairview,first mile christian school of life in the light christian fellowship,"385, l1, riyal st. cor peseta st., north fairview, quezon city, ncr, 1121","385, l1, riyal Street corner peseta Street, north fairview, quezon city, ncr, 1121, Philippines",Schools,Private,Private school,"QC Future Ready dashboard, Schools",8:00AM,6:00PM,14.71073901,121.0586909,5.0
390,North Fairview,Milenyo,"Milenyo Daycare Center Building, Milenyo St. Phase 8-I, Brgy. North Fairview","Milenyo Daycare Center Building, Milenyo Street Phase 8-I, Barangay North Fairview, Quezon City, Philippines",Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",,,,,5.0
391,North Fairview,discovery house montessori of quezon city inc.,"b9 , l14, #59 adrian st. , north fairview, quezon city, ncr, 1121","b9 , l14, #59 adrian Street , north fairview, quezon city, ncr, 1121, Philippines",Schools,Private,Private school,"QC Future Ready dashboard, Schools",8:00AM,5:00PM,14.70991481,121.0624281,5.0
392,North Fairview,angel's elderly home care services,"14, bergen street, north fairview park subdivision, north fairview, quezon city, ncr, 1121","14, bergen street, north fairview park subdivision, north fairview, quezon city, ncr, 1121, Philippines",Older persons care,,Nursing care center,"QC Future Ready dashboard, Older persons care",6:00AM,6:00AM,,,5.0
393,North Fairview,NAMAPA,"NAMAPA Compound, Brgy. North Fairview","NAMAPA Compound, Barangay North Fairview, Quezon City, Philippines",Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",,,14.713,121.064,5.0
394,North Fairview,Avon,"13-A Avon St., North Fairview Subd., Brgy. North Fairview","13-A Avon Street, North Fairview Subdivision, Barangay North Fairview, Quezon City, Philippines",Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",,,,,5.0
395,North Fairview,little favored learning center,"block 51, lot 22 b, bristol st, north fairview, quezon city, ncr, 1121","block 51, lot 22 b, bristol st, north fairview, quezon city, ncr, 1121, Philippines",Childcare,Private,Child learning center,"QC Future Ready dashboard, Childcare",8:30AM,5:00PM,14.72012071,121.0630995,5.0
396,North Fairview,Phase 8-II,"2nd Floor Daycare and Livelihood Center Building, Peso St., United North Fairview Subd., Brgy. North Fairview","2nd Floor Daycare and Livelihood Center Building, Peso Street, United North Fairview Subdivision, Barangay North Fairview, Quezon City, Philippines",Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",,,,,5.0
397,North Fairview,tlg home care services,"# 39, burbank, north fairview park, north fairview, quezon city, ncr, 1121","# 39, burbank, north fairview park, north fairview, quezon city, ncr, 1121, Philippines",Older persons care,,Nursing care center,"QC Future Ready dashboard, Older persons care",6:00AM,6:00PM,,,5.0
398,North Fairview,Phase 8-I,"1st Floor Daycare and Livelihood Center Building, Peso St., United North Fairview Subd., Brgy. North Fairview","1st Floor Daycare and Livelihood Center Building, Peso Street, United North Fairview Subdivision, Barangay North Fairview, Quezon City, Philippines",Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",,,,,5.0
399,North Fairview,North Fairview,"Avon St., North Fairview Park Subd., Brgy. North Fairview","Avon Street, North Fairview Park Subdivision, Barangay North Fairview, Quezon City, Philippines",Health centers,,Health centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Health",,,14.708786,121.0631239,5.0
400,North Fairview,the fountain of life school of quezon city inc.,"433, drachma st. phase 8, north fairview, quezon city, ncr, 1121","433, drachma Street phase 8, north fairview, quezon city, ncr, 1121, Philippines",Schools,Private,Private school,"QC Future Ready dashboard, Schools",8:00AM,5:00PM,14.70978162,121.0544651,5.0
401,Novaliches Proper,Arsenia De Jesus Maximo Super Health Center,"Quirino Highway, Brgy. Novaliches Proper","Quirino Highway, Barangay Novaliches Proper, Quezon City, Philippines",Health centers,,Super health care centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Health",,,,,5.0
402,Novaliches Proper,physioprime physiotherapy  services,"45, petronia st., buenamar subd., novaliches proper, quezon city, ncr, 1121","45, petronia Street, buenamar Subdivision, novaliches proper, quezon city, ncr, 1121, Philippines",Long-term care and rehabilitation services,,Physical therapy clinic,"QC Future Ready dashboard, Long-term care and rehabilitation services",9:00AM,6:00PM,14.7190274,121.0386335,5.0
403,Novaliches Proper,Arsenia De Jesus Maximo Lying–In Clinic,"Quirino Hi–way, Brgy. Novaliches","Quirino Hi–way, Barangay Novaliches, Quezon City, Philippines",Health centers,,LGU-run lying-in clinics,"Data_QC Caring Cities Tracker, QC Administrative Data - Health",,,,,5.0
404,Novaliches Proper,Novaliches Proper II,"2nd Floor Multi-purpose Bldg., P. Tupaz St., Doña Rosario, Brgy. Novaliches Proper","2nd Floor Multi-purpose Building, P. Tupaz Street, Doña Rosario, Barangay Novaliches Proper, Quezon City, Philippines",Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",,,14.71886189,121.0352432,5.0
405,Novaliches Proper,Novaliches Proper I,"3rd Floor, Livelihood CHILD DEVELOPMENT CENTER Bldg., Nova Plaza, Buenamar St.,Brgy. Novaliches Proper","3rd Floor, Livelihood CHILD DEVELOPMENT CENTER Building, Nova Plaza, Buenamar Street,Barangay Novaliches Proper, Quezon City, Philippines",Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",,,14.71891743,121.0392507,5.0
406,Novaliches Proper,Doña Rosario,"Ground Floor Multi-purpose Bldg., P. Tupaz St., Doña Rosario, Brgy. Novaliches Proper","Ground Floor Multi-purpose Building, P. Tupaz Street, Doña Rosario, Barangay Novaliches Proper, Quezon City, Philippines",Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",,,14.71886189,121.0352432,5.0
407,Novaliches Proper,Arsenia de Jesus Maximo Super,"Quirino Highway, Brgy. Novaliches Proper","Quirino Highway, Barangay Novaliches Proper, Quezon City, Philippines",Health centers,,Health centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Health",,,,,5.0
408,Obrero,jeenie beyond beauty inc.,"arcade 9, 68 roces, roces ave., obrero, quezon city, ncr, 1103","arcade 9, 68 roces, roces Avenue, obrero, quezon city, ncr, 1103, Philippines",Long-term care and rehabilitation services,,Therapeutic clinic,"QC Future Ready dashboard, Long-term care and rehabilitation services",9:00AM,9:00PM,14.6283,121.03,4.0
409,Obrero,Obrero,"Brgy. Obrero Bgy Hall, Parkway St. cor. Tomas Morato Ave.","Barangay Obrero Bgy Hall, Parkway Street corner Tomas Morato Avenue, Quezon City, Philippines",Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",,,14.62634518,121.0334249,4.0
410,Old Capitol Site,Old Capitol Site,Masaya St. Interior (near Bgy. Hall) Brgy. Old Capitol Site,"Masaya Street Interior (near Barangay Hall) Barangay Old Capitol Site, Quezon City, Philippines",Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",,,14.65156063,121.0535393,4.0
411,Old Capitol Site,Pechayan,Zone 1 Brgy. Old Capitol Site,"Zone 1 Barangay Old Capitol Site, Quezon City, Philippines",Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",,,14.6504202,121.0525881,4.0
412,Paang Bundok,cudiamat medical c0rp.,"165, labo st.  la loma, paang bundok, quezon city, ncr, 1114","165, labo Street la loma, paang bundok, quezon city, ncr, 1114, Philippines",Long-term care and rehabilitation services,,Therapeutic clinic,"QC Future Ready dashboard, Long-term care and rehabilitation services",8:00AM,5:00PM,14.629017,120.9914375,1.0
413,Paang Bundok,La Loma,"225 Mariveles St., Brgy. Paang Bundok","225 Mariveles Street, Barangay Paang Bundok, Quezon City, Philippines",Health centers,,Health centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Health",,,14.626996,120.991853,1.0
414,Paang Bundok,Paang Bundok,"Barangay Hall 166 Iriga St., La Loma","Barangay Hall 166 Iriga Street, La Loma, Quezon City, Philippines",Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",,,14.62785301,120.993033,1.0
415,Pag-ibig sa Nayon,Pag-ibig sa Nayon,23 J. Pineda St.,"23 J. Pineda Street, Quezon City, Philippines",Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",,,14.64644032,120.9961432,1.0
416,Paligsahan,bridgeway educational and therapy center,"room 401 4th floor, vd & s building , 59-b panay avenue , paligsahan, quezon city, ncr, 1103","room 401 4th floor, vd & s building , 59-b panay avenue , paligsahan, quezon city, ncr, 1103, Philippines",Long-term care and rehabilitation services,,Physical/occupational therapy school,"QC Future Ready dashboard, Long-term care and rehabilitation services",8:00AM,5:00PM,14.63496601,121.024757,4.0
417,Paligsahan,Paligsahan,Roces Avenue Brgy. Paligsahan,"Roces Avenue Barangay Paligsahan, Quezon City, Philippines",Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",,,14.631862,121.02121,4.0
418,Paligsahan,stridephysio physiotherapy services,"unit m11 mezzanine floor, victoria towers, #78 timog avenue cor panay avenue, paligsahan, quezon city, ncr, 1103","unit m11 mezzanine floor, victoria towers, #78 timog avenue corner panay avenue, paligsahan, quezon city, ncr, 1103, Philippines",Long-term care and rehabilitation services,,Physical therapy clinic,"QC Future Ready dashboard, Long-term care and rehabilitation services",9:00AM,6:00PM,,,4.0
419,Paligsahan,pio preschool and tutorial center inc.,"ground floor unit 105  , no. 23 panay avenue, paligsahan, quezon city, ncr, 1103","ground floor unit 105 , 23 panay avenue, paligsahan, quezon city, ncr, 1103, Philippines",Childcare,Private,Child learning center,"QC Future Ready dashboard, Childcare",8:00AM,4:00PM,14.63168601,121.01954,4.0
420,Paligsahan,wunderkids health group corp.,"4th flr. unit 401, block s53, lot b, 3 sct. gandia, paligsahan, quezon city, ncr, 1103","4th Floor unit 401, block s53, lot b, 3 sct. gandia, paligsahan, quezon city, ncr, 1103, Philippines",Long-term care and rehabilitation services,,Therapeutic clinic,"QC Future Ready dashboard, Long-term care and rehabilitation services",8:00AM,7:00PM,,,4.0
421,Paltok,Paltok,"14 Matias St., Brgy. Paltok","14 Matias Street, Barangay Paltok, Quezon City, Philippines",Health centers,,Health centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Health",,,14.64300872,121.0231876,1.0
422,Paltok,"therapies for life clinic, inc.","g/f unit 110, westria residences, 77 west ave., paltok, quezon city, ncr, 1105","g/f unit 110, westria residences, 77 west Avenue, paltok, quezon city, ncr, 1105, Philippines",Long-term care and rehabilitation services,,Therapeutic clinic,"QC Future Ready dashboard, Long-term care and rehabilitation services",8:00AM,8:00PM,14.646701,121.027865,1.0
423,Paltok,Barangay Paltok Health Center,"14 Matias St., Brgy. Paltok","14 Matias Street, Barangay Paltok, Quezon City, Philippines",Health centers,,Health center pharmacy,"Data_QC Caring Cities Tracker, QC Administrative Data - Health",,,14.64300872,121.0231876,1.0
424,Paltok,Paltok,"Brgy. Hall, Mendoza cor. Basa","Barangay Hall, Mendoza corner Basa, Quezon City, Philippines",Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",,,14.64323648,121.0224596,1.0
425,Paltok,East Anak Bayan,75 Anakbayan Dulo St.,"75 Anakbayan Dulo Street, Quezon City, Philippines",Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",,,,,1.0
426,Pansol,Kaingin II,"Bungad Kaingin II, near Bgy. Hall Extension, Brgy. Pansol","Bungad Kaingin II, near Barangay Hall Extension, Barangay Pansol, Quezon City, Philippines",Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",,,14.6522903,121.0810053,3.0
427,Pansol,Pansol Proper,"SK Building Plaza St., Barangay Hall, Brgy. Pansol","SK Building Plaza Street, Barangay Hall, Barangay Pansol, Quezon City, Philippines",Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",,,14.65134602,121.076455,3.0
428,Pansol,Kaingin I,"Block 1 Kaingin 1, Brgy. Pansol","Block 1 Kaingin 1, Barangay Pansol, Quezon City, Philippines",Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",,,,,3.0
429,Pansol,Pansol,"Plaza St., Brgy. Pansol","Plaza Street, Barangay Pansol, Quezon City, Philippines",Health centers,,Health centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Health",,,14.65134602,121.076455,3.0
430,Pansol,Barangay Pansol Health Center,"Plaza St., Brgy. Pansol","Plaza Street, Barangay Pansol, Quezon City, Philippines",Health centers,,Health center pharmacy,"Data_QC Caring Cities Tracker, QC Administrative Data - Health",,,14.65134602,121.076455,3.0
431,Paraiso,"aba learning diversity therapy center, inc.","105, roosevelt avenue, sfdm, paraiso, quezon city, ncr, 1104","105, roosevelt avenue, sfdm, paraiso, quezon city, ncr, 1104, Philippines",Long-term care and rehabilitation services,,Physical/occupational therapy school,"QC Future Ready dashboard, Long-term care and rehabilitation services",8:00AM,6:00PM,14.63778485,121.0178423,1.0
432,Paraiso,"aba learning diversity therapy center, inc.","105, roosevelt avenue, sfdm, paraiso, quezon city, ncr, 1104","105, roosevelt avenue, sfdm, paraiso, quezon city, ncr, 1104, Philippines",Long-term care and rehabilitation services,,Physical/occupational therapy school,"QC Future Ready dashboard, Long-term care and rehabilitation services",8:00AM,6:00PM,14.63778485,121.0178423,1.0
433,Pasong Putik Proper,msa whiz kids academy inc.,"13, 15, 17, 19, bituin street, teresa heights subdivision, pasong putik proper, quezon city, ncr, 1118","13, 15, 17, 19, bituin street, teresa heights subdivision, pasong putik proper, quezon city, ncr, 1118, Philippines",Schools,Private,Private school,"QC Future Ready dashboard, Schools",8:00AM,5:00PM,14.7377845,121.0629676,5.0
434,Pasong Putik Proper,Pechayan,"Block 31 Lot 23 Ilang-Ilang St. Pechayan Kanan, Maligaya Park, Brgy. Pasong Putik","Block 31 Lot 23 Ilang-Ilang Street Pechayan Kanan, Maligaya Park, Barangay Pasong Putik, Quezon City, Philippines",Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",,,,,5.0
435,Pasong Putik Proper,physiofirst health care clinic,"unit 209 second floor, christopher plaza building,, quirino highway, novaliches, pasong putik proper, quezon city, ncr, 1118","unit 209 second floor, christopher plaza building, quirino highway, novaliches, pasong putik proper, quezon city, ncr, 1118, Philippines",Long-term care and rehabilitation services,,Physical therapy clinic,"QC Future Ready dashboard, Long-term care and rehabilitation services",8:00AM,5:00PM,14.735578,121.065449,5.0
436,Pasong Putik Proper,Maligaya,"Pechayan St., Maligaya Park Subd., Brgy. Pasong Putik","Pechayan Street, Maligaya Park Subdivision, Barangay Pasong Putik, Quezon City, Philippines",Health centers,,Health centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Health",,,,,5.0
437,Pasong Putik Proper,msa whiz kids academy inc.,"13, 15, 17, 19, bituin street, teresa heights subdivision, pasong putik proper, quezon city, ncr, 1118","13, 15, 17, 19, bituin street, teresa heights subdivision, pasong putik proper, quezon city, ncr, 1118, Philippines",Schools,Private,Private school,"QC Future Ready dashboard, Schools",8:00AM,5:00PM,14.7377845,121.0629676,5.0
438,Pasong Putik Proper,physiofirst health care clinic,"unit 209 second floor, christopher plaza building,, quirino highway, novaliches, pasong putik proper, quezon city, ncr, 1118","unit 209 second floor, christopher plaza building, quirino highway, novaliches, pasong putik proper, quezon city, ncr, 1118, Philippines",Long-term care and rehabilitation services,,Physical therapy clinic,"QC Future Ready dashboard, Long-term care and rehabilitation services",8:00AM,5:00PM,14.735578,121.065449,5.0
439,Pasong Putik Proper,SAMAPINA,"Block 1 Lot 60 Sampaguita St. Maligaya Park, Brgy. Pasong Putik Proper","Block 1 Lot 60 Sampaguita Street Maligaya Park, Barangay Pasong Putik Proper, Quezon City, Philippines",Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",,,,,5.0
440,Pasong Putik Proper,Maligaya Health Center,"Pechayan St., Maligaya Park Subd., Brgy. Pasong Putik","Pechayan Street, Maligaya Park Subdivision, Barangay Pasong Putik, Quezon City, Philippines",Health centers,,Health center pharmacy,"Data_QC Caring Cities Tracker, QC Administrative Data - Health",,,,,5.0
441,Pasong Tamo,Veterans Area II,Corner Diego Silang St. Veterans Village,"Corner Diego Silang Street Veterans Village, Quezon City, Philippines",Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",,,,,6.0
442,Pasong Tamo,"gospel christian school gcs, inc.","blk. 7 , lot 17 , area 9-a luzon  ave. , pasong tamo, quezon city, ncr, 1107","blk. 7 , lot 17 , area 9-a luzon Avenue , pasong tamo, quezon city, ncr, 1107, Philippines",Schools,Private,Private school,"QC Future Ready dashboard, Schools",8:00AM,5:00PM,,,6.0
443,Pasong Tamo,angel care custodial service,"102 int 3, san miguel vill, pasong tamo, quezon city, ncr, 1107","102 int 3, san miguel vill, pasong tamo, quezon city, ncr, 1107, Philippines",Long-term care and rehabilitation services,,Psychiatric rehabilitation center,"QC Future Ready dashboard, Long-term care and rehabilitation services",10:00AM,5:00PM,14.6757682,121.0461044,6.0
444,Pasong Tamo,Magdaleno H. Pedro,"13 J.P. Eugenio St., Philand Subd., Brgy. Pasong Tamo","13 J.P. Eugenio Street, Philand Subdivision, Barangay Pasong Tamo, Quezon City, Philippines",Health centers,,Health centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Health",,,,,6.0
445,Pasong Tamo,salt and light child care and development inc.,"3rd flr, pinnacle bldg, no. 8 congressional avenue ext. , pasong tamo, quezon city, ncr, 1107","3rd flr, pinnacle bldg, 8 congressional avenue Extension , pasong tamo, quezon city, ncr, 1107, Philippines",Childcare,Private,Child learning center,"QC Future Ready dashboard, Childcare",9:00AM,6:00PM,,,6.0
446,Pasong Tamo,"gospel christian school gcs, inc.","blk. 7 , lot 17 , area 9-a luzon  ave. , pasong tamo, quezon city, ncr, 1107","blk. 7 , lot 17 , area 9-a luzon Avenue , pasong tamo, quezon city, ncr, 1107, Philippines",Schools,Private,Private school,"QC Future Ready dashboard, Schools",8:00AM,5:00PM,,,6.0
447,Pasong Tamo,Pingkian 3 Zone 2,"Lily St. Pingkian 3, Zone 2","Lily Street Pingkian 3, Zone 2, Quezon City, Philippines",Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",,,14.68863765,121.059987,6.0
448,Pasong Tamo,Pingkian II,Pingkian II,"Pingkian II, Quezon City, Philippines",Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",,,,,6.0
449,Pasong Tamo,Veterans Area I,"Area I, Freedom Park St. Veterans Village","Area I, Freedom Park Street Veterans Village, Quezon City, Philippines",Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",,,,,6.0
450,Pasong Tamo,Pingkian 3 Zone 3,Santan St.,"Santan Street, Quezon City, Philippines",Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",,,14.68987685,121.0573185,6.0
451,Pasong Tamo,ozonmed wellness clinic inc.,"2nd flr, glory to god bldg., sampaguita ave. cor narra st. , mapayapa village iii, pasong tamo, quezon city, ncr, 1107","2nd flr, glory to god Building, sampaguita Avenue corner narra Street , mapayapa village iii, pasong tamo, quezon city, ncr, 1107, Philippines",Long-term care and rehabilitation services,,Physical therapy clinic,"QC Future Ready dashboard, Long-term care and rehabilitation services",8:00AM,8:00PM,14.682093,121.05884,6.0
452,Pasong Tamo,salt and light child care and development inc.,"3rd flr, pinnacle bldg, no. 8 congressional avenue ext. , pasong tamo, quezon city, ncr, 1107","3rd flr, pinnacle bldg, 8 congressional avenue Extension , pasong tamo, quezon city, ncr, 1107, Philippines",Childcare,Private,Child learning center,"QC Future Ready dashboard, Childcare",9:00AM,6:00PM,,,6.0
453,Pasong Tamo,ozonmed wellness clinic inc.,"2nd flr, glory to god bldg., sampaguita ave. cor narra st. , mapayapa village iii, pasong tamo, quezon city, ncr, 1107","2nd flr, glory to god Building, sampaguita Avenue corner narra Street , mapayapa village iii, pasong tamo, quezon city, ncr, 1107, Philippines",Long-term care and rehabilitation services,,Physical therapy clinic,"QC Future Ready dashboard, Long-term care and rehabilitation services",8:00AM,8:00PM,14.682093,121.05884,6.0
454,Pasong Tamo,Veterans Area III,7th Street Veterans Village Area 3,"7th Street Veterans Village Area 3, Quezon City, Philippines",Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",,,14.68362031,121.0654379,6.0
455,Pasong Tamo,little wonders playdates and learning center,"unit 3d beal square # 27, visayas avenue corner congressional avenue, pasong tamo, quezon city, ncr, 1107","unit 3d beal square # 27, visayas avenue corner congressional avenue, pasong tamo, quezon city, ncr, 1107, Philippines",Childcare,Private,Child learning center,"QC Future Ready dashboard, Childcare",7:00AM,10:00PM,14.67200929,121.0434804,6.0
456,Pasong Tamo,r and a learning center,"8, 22, shining hope phase 1 hoa roque 1b, napocor village, pasong tamo, quezon city, ncr, 1107","8, 22, shining hope phase 1 hoa roque 1b, napocor village, pasong tamo, quezon city, ncr, 1107, Philippines",Childcare,Private,Child learning center,"QC Future Ready dashboard, Childcare",8:00AM,12:00PM,14.682093,121.05884,6.0
457,Pasong Tamo,Centerville,Philand back of basketball court,"Philand back of basketball court, Quezon City, Philippines",Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",,,,,6.0
458,Payatas,Golden Shower,"Golden Shower St., Brgy. Payatas","Golden Shower Street, Barangay Payatas, Quezon City, Philippines",Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",,,,,2.0
459,Payatas,Bahay Pangarap,"48 Bulacan St., near brgy. hall, Brgy. Payatas","48 Bulacan Street, near Barangay hall, Barangay Payatas, Quezon City, Philippines",Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",,,14.71499982,121.1025251,2.0
460,Payatas,Payatas B,"Bulacan St., Brgy. Payatas","Bulacan Street, Barangay Payatas, Quezon City, Philippines",Health centers,,Health centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Health",,,14.71610507,121.101749,2.0
461,Payatas,Banaba,"Banaba St., Brgy. Payatas","Banaba Street, Barangay Payatas, Quezon City, Philippines",Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",,,14.7186371,121.1075963,2.0
462,Payatas,Lower Everlasting,"Lower Everlasting (Sto. Niño Gala), Brgy. Payatas","Lower Everlasting (Sto. Niño Gala), Barangay Payatas, Quezon City, Philippines",Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",,,14.7186371,121.1075963,2.0
463,Payatas,Upper Everlasting,"Upper Everlasting, Brgy. Payatas","Upper Everlasting, Barangay Payatas, Quezon City, Philippines",Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",,,14.7186371,121.1075963,2.0
464,Payatas,breath of life christian community school inc.,"purok 5, road 7 phase 2 , lupang pangako, payatas, quezon city, ncr, 1119","purok 5, road 7 phase 2 , lupang pangako, payatas, quezon city, ncr, 1119, Philippines",Schools,Private,Private school,"QC Future Ready dashboard, Schools",7:00AM,4:00PM,14.72110157,121.109981,2.0
465,Payatas,Payatas Super Health Centers,"Diamond Hills St., Brgy. Payatas","Diamond Hills Street, Barangay Payatas, Quezon City, Philippines",Health centers,,Super health care centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Health",,,14.7111163,121.0963829,2.0
466,Payatas,Payatas Super,"Molave St., Diamond Hills St., Brgy. Payatas","Molave Street, Diamond Hills Street, Barangay Payatas, Quezon City, Philippines",Health centers,,Health centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Health",,,14.70979968,121.0965636,2.0
