name_original,address,barangay,district,major_division,sub_division,category,source_reference,latitude,longitude,open_hours,close_hours,frequency_mon_fri,frequency_saturday,frequency_sunday,bus_route,data_source
"CASA Montessori of Loyola Foundation, Inc.","Melchor St., Loyola Heights, Quezon City",Loyola Heights,3.0,Schools,Private,Preschool,"Data_QC Caring Cities Tracker, QC Administrative Data - Private schools",14.6411502,121.0686841,,,,,,,Administrative data
"CASA Montessori of Loyola Foundation, Inc.","Melchor St., Loyola Heights, Quezon City",Loyola Heights,3.0,Schools,Private,Elementary school,"Data_QC Caring Cities Tracker, QC Administrative Data - Private schools",14.6411502,121.0686841,,,,,,,Administrative data
CATHOLIC FILIPINO ACADEMY (CFA) INC.,"81, PANTABANGAN STREET, NIA VILLAGE, TANDANG SORA, QUEZON CITY, NCR, 1116",Tandang Sora,6.0,Schools,Private,Private school,BLPD,14.6923697541639,121.04998055,6:00AM,5:00PM,,,,,Administrative data
CBC - Child Learning Center,"96 Don Jose St., Brgy. Siena, QC",Sienna,1.0,Schools,Private,Preschool,"Data_QC Caring Cities Tracker, QC Administrative Data - Private schools",14.6381564,121.0065231,,,,,,,Administrative data
CBC - Child Learning Center,"96 Don Jose St., Brgy. Siena, QC",Sienna,1.0,Schools,Private,Elementary school,"Data_QC Caring Cities Tracker, QC Administrative Data - Private schools",14.6381564,121.0065231,,,,,,,Administrative data
CCDE CENTRE FOR COMMUNICATION DEVELOPMENT AND EDUCATION,"UNIT C G/F, #39 SCOUT YBARDOLAZA ST., SACRED HEART, QUEZON CITY, NCR, 1103",Sacred Heart,4.0,Long-term care and rehabilitation services,,Physical/occupational therapy school,BLPD,14.6332593,121.0393145,5:00AM,8:00PM,,,,,Administrative data
CCT-Vision of Hope Christian School,"No. 20B-Dam Site, Doña Nicasia Homes, Brgy. Comm., QC",Commonwealth,2.0,Schools,Private,Preschool,"Data_QC Caring Cities Tracker, QC Administrative Data - Private schools",14.7105825,121.0876464,,,,,,,Administrative data
CCT-Vision of Hope Christian School,"No. 20B-Dam Site, Doña Nicasia Homes, Brgy. Comm., QC",Commonwealth,2.0,Schools,Private,Elementary school,"Data_QC Caring Cities Tracker, QC Administrative Data - Private schools",14.7105825,121.0876464,,,,,,,Administrative data
CEB Padagogy Learning Center,"Lot 2 Block 22 Agno Street, Brgy. Dona Josefa, QC",Doña Josefa,4.0,Schools,Private,Preschool,"Data_QC Caring Cities Tracker, QC Administrative Data - Private schools",14.6204236,121.0067396,,,,,,,Administrative data
CEB Padagogy Learning Center,"Lot 2 Block 22 Agno Street, Brgy. Dona Josefa, QC",Doña Josefa,4.0,Schools,Private,Elementary school,"Data_QC Caring Cities Tracker, QC Administrative Data - Private schools",14.6204236,121.0067396,,,,,,,Administrative data
Cenacle Drive,"5A Cenacle Drive, Sitio Mabilog",Culiat,6.0,Childcare,Public,Child development center and supervised neighborhood play,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",14.6658433,121.0480931,,,,,,,Administrative data
"CENTER FOR DEVELOPMENTAL INTERVENTION FOUNDATION, INC.","UNIT 63-R, PG BUIDING, #63 WEST AVENUE, PALTOK, QUEZON CITY, NCR, 1105",Paltok,1.0,Schools,Private,Private school,BLPD,14.6451952662272,121.027471323051,8:00AM,4:00PM,,,,,Administrative data
Centerville,Philand back of basketball court,Pasong Tamo,6.0,Childcare,Public,Child development center and supervised neighborhood play,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",14.675465,121.0494955,,,,,,,Administrative data
Central Colleges of the Philippines,"39 Aurora Blvd., Brgy. Imelda, QC",Doña Imelda,4.0,Schools,Private,Senior high school,"Data_QC Caring Cities Tracker, QC Administrative Data - Private schools",14.6083306,121.0206982,,,,,,,Administrative data
"CENTRIS EDUCATION SOLUTIONS INSTITUTE, INC.","16TH FLOOR, KMC SM NORTH TOWER 1, EDSA COR NORTH AVENUE, BAGONG PAG-ASA, QUEZON CITY, NCR, 1105",Bagong Pag-Asa,1.0,Schools,Private,Private school,BLPD,14.6564294403837,121.03375272047,10:00AM,7:00PM,,,,,Administrative data
Centro Montessori Internationale,"49 Xavierville Subd., Loyola Hgts., QC",Loyola Heights,3.0,Schools,Private,Elementary school,"Data_QC Caring Cities Tracker, QC Administrative Data - Private schools",14.635621,121.068267,,,,,,,Administrative data
Centro Montessori Internationale,"49 Xavierville Subd., Loyola Hgts., QC",Loyola Heights,3.0,Schools,Private,Junior high school,"Data_QC Caring Cities Tracker, QC Administrative Data - Private schools",14.635621,121.068267,,,,,,,Administrative data
Centro Montessori Internationale,"49 Xavierville Subd., Loyola Hgts., QC",Loyola Heights,3.0,Schools,Private,Preschool,"Data_QC Caring Cities Tracker, QC Administrative Data - Private schools",14.635621,121.068267,,,,,,,Administrative data
Chamberette Doña Imelda,Chamberette Building Guirayan St. Brgy. Doña Imelda,Doña Imelda,4.0,Childcare,Public,Child development center and supervised neighborhood play,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",14.611534,121.0178547,,,,,,,Administrative data
Charis Central Academy,"N0. 5 Doña Isidora St., Brgy. Holy Spirit, QC",Holy Spirit,2.0,Schools,Private,Elementary school,"Data_QC Caring Cities Tracker, QC Administrative Data - Private schools",14.6831805,121.0767089,,,,,,,Administrative data
Charis Central Academy,"N0. 5 Doña Isidora St., Brgy. Holy Spirit, QC",Holy Spirit,2.0,Schools,Private,Preschool,"Data_QC Caring Cities Tracker, QC Administrative Data - Private schools",14.6831805,121.0767089,,,,,,,Administrative data
CHILDCORE THERAPY CENTER,"C1, URBAN OASIS RESIDENCES, 431 A. BONIFACIO AVENUE, SAN JOSE , QUEZON CITY, NCR, 1115",San Jose,1.0,Long-term care and rehabilitation services,,Physical/occupational therapy school,BLPD,14.6413145,120.9924173,8:00AM,5:00PM,,,,,Administrative data
CHILDFAM-POSSIBILITIES PSYCHOSOCIAL SERVICES CO.,"UNIT 411, THE ONE EXECUTIVE OFFICE BLDG., 5 WEST AVENUE COR. COL. MARTINEZ STREET, NAYONG KANLURAN, QUEZON CITY, NCR, 1104",Nayong Kanluran,1.0,Long-term care and rehabilitation services,,Psychological clinic,BLPD,14.6418842796394,121.026717193344,8:00AM,5:00PM,,,,,Administrative data
Children's Mission Philippines Hills of Grace Foundation Inc.,"Area 6, Sitio Veterans, Brgy. Bagong Silangan, QC",Bagong Silangan,2.0,Schools,Private,Preschool,"Data_QC Caring Cities Tracker, QC Administrative Data - Private schools",14.707016,121.104265,,,,,,,Administrative data
Children's Mission Philippines Hills of Grace Foundation Inc.,"Area 6, Sitio Veterans, Brgy. Bagong Silangan, QC",Bagong Silangan,2.0,Schools,Private,Elementary school,"Data_QC Caring Cities Tracker, QC Administrative Data - Private schools",14.707016,121.104265,,,,,,,Administrative data
Children's Mission Philippines Hills of Grace Foundation Inc.,"Area 6, Sitio Veterans, Brgy. Bagong Silangan, QC",Bagong Silangan,2.0,Schools,Private,Junior high school,"Data_QC Caring Cities Tracker, QC Administrative Data - Private schools",14.707016,121.104265,,,,,,,Administrative data
Children's Mission Philippines Hills of Grace Foundation Inc.,"Area 6, Sitio Veterans, Brgy. Bagong Silangan, QC",Bagong Silangan,2.0,Schools,Private,Senior high school,"Data_QC Caring Cities Tracker, QC Administrative Data - Private schools",14.707016,121.104265,,,,,,,Administrative data
"CHILDRENS INNOVATIVE THERAPEUTIC INTERVENTION SPECIALISTS, INC.","5, TOMAS MORATO AVE., SACRED HEART, QUEZON CITY, NCR, 1103",Sacred Heart,4.0,Long-term care and rehabilitation services,,Therapeutic clinic,BLPD,14.6276753,121.0339122,8:00AM,5:00PM,,,,,Administrative data
CHILDS HELP IN LEARNING AND DEVELOPMENT CENTER OPC,"32, ZAMBOANGA, NAYONG KANLURAN, QUEZON CITY, NCR, 1104",Nayong Kanluran,1.0,Long-term care and rehabilitation services,,Physical/occupational therapy school,BLPD,14.6398511,121.0232443,8:00AM,5:00PM,,,,,Administrative data
CHILDS KINGDOM OF LEARNING IN Q.C. INC.,"ROQUE COMP, 38 NPC VILLAGE , TANDANG SORA, QUEZON CITY, NCR, 1116",Tandang Sora,6.0,Childcare,Public,Child learning center,BLPD,14.6887204417973,121.053517519956,8:00AM,5:00PM,,,,,Administrative data
"Childs Kingdom of Learning in Q.C., Inc.","38 Roque Compd., NPC Village Pasong Tamo, T-sora QC",Tandang Sora,6.0,Schools,Private,Elementary school,"Data_QC Caring Cities Tracker, QC Administrative Data - Private schools",14.6887649,121.053227,,,,,,,Administrative data
"Childs Kingdom of Learning in Q.C., Inc.","38 Roque Compd., NPC Village Pasong Tamo, T-sora QC",Tandang Sora,6.0,Schools,Private,Preschool,"Data_QC Caring Cities Tracker, QC Administrative Data - Private schools",14.6887649,121.053227,,,,,,,Administrative data
Chime Lrng. Ctr.,"37-BC Aguinaldo St., Brgy. Marilag,Proj. 4, QC",Marilag,3.0,Schools,Private,Preschool,"Data_QC Caring Cities Tracker, QC Administrative Data - Private schools",14.6267502,121.0684634,,,,,,,Administrative data
Chime Lrng. Ctr.,"37-BC Aguinaldo St., Brgy. Marilag,Proj. 4, QC",Marilag,3.0,Schools,Private,Elementary school,"Data_QC Caring Cities Tracker, QC Administrative Data - Private schools",14.6267502,121.0684634,,,,,,,Administrative data
CHISHTI CARE INTL. SPED LEARNING CENTER,"UNIT 10B /10TH FLOOR, ATHERTON PLACE,  TOMAS MORATO CORNER DON A. ROCES AVE, LAGING HANDA, QUEZON CITY, NCR, 1103",Laging Handa,4.0,Long-term care and rehabilitation services,,Physical/occupational therapy school,BLPD,14.6288157328463,121.033690448979,8:00AM,5:00PM,,,,,Administrative data
Christian Family Ctr. School Foundation,"58 Sto. Domingo St. Brgy. Holy Spirit, QC",Holy Spirit,2.0,Schools,Private,Preschool,"Data_QC Caring Cities Tracker, QC Administrative Data - Private schools",14.6885724,121.0859294,,,,,,,Administrative data
Christian Family Ctr. School Foundation,"58 Sto. Domingo St. Brgy. Holy Spirit, QC",Holy Spirit,2.0,Schools,Private,Elementary school,"Data_QC Caring Cities Tracker, QC Administrative Data - Private schools",14.6885724,121.0859294,,,,,,,Administrative data
Christian Family Ctr. School Foundation,"58 Sto. Domingo St. Brgy. Holy Spirit, QC",Holy Spirit,2.0,Schools,Private,Junior high school,"Data_QC Caring Cities Tracker, QC Administrative Data - Private schools",14.6885724,121.0859294,,,,,,,Administrative data
Christian Family Ctr. School Foundation,"58 Sto. Domingo St. Brgy. Holy Spirit, QC",Holy Spirit,2.0,Schools,Private,Senior high school,"Data_QC Caring Cities Tracker, QC Administrative Data - Private schools",14.6885724,121.0859294,,,,,,,Administrative data
Christian Louis Academy Pasong Tamo Inc.,"Miami St. Upper Bernardo Compd., Pasong Tamo, QC",Pasong Tamo,6.0,Schools,Private,Preschool,"Data_QC Caring Cities Tracker, QC Administrative Data - Private schools",14.6804885,121.0638674,,,,,,,Administrative data
Christian Louis Academy Pasong Tamo Inc.,"Miami St. Upper Bernardo Compd., Pasong Tamo, QC",Pasong Tamo,6.0,Schools,Private,Elementary school,"Data_QC Caring Cities Tracker, QC Administrative Data - Private schools",14.6804885,121.0638674,,,,,,,Administrative data
Christian Louis Academy Pasong Tamo Inc.,"Miami St. Upper Bernardo Compd., Pasong Tamo, QC",Pasong Tamo,6.0,Schools,Private,Senior high school,"Data_QC Caring Cities Tracker, QC Administrative Data - Private schools",14.6804885,121.0638674,,,,,,,Administrative data
Christian Louis Academy Pasong Tamo Inc.,"Miami St. Upper Bernardo Compd., Pasong Tamo, QC",Pasong Tamo,6.0,Schools,Private,Junior high school,"Data_QC Caring Cities Tracker, QC Administrative Data - Private schools",14.6804885,121.0638674,,,,,,,Administrative data
"CIIT SHS, INC","62 Sgt. Esguerra St., Cor. Mo. Ignacia, QC",South Triangle,4.0,Schools,Private,Senior high school,"Data_QC Caring Cities Tracker, QC Administrative Data - Private schools",14.6412249,121.0367975,,,,,,,Administrative data
"Citadel Child Learning Center, Inc","199 Katipunan, Brgy. Milagrosa, Proj. 4, Q.C.",Milagrosa,3.0,Schools,Private,Preschool,"Data_QC Caring Cities Tracker, QC Administrative Data - Private schools",14.6178287,121.0711796,,,,,,,Administrative data
"Citadel Child Learning Center, Inc","199 Katipunan, Brgy. Milagrosa, Proj. 4, Q.C.",Milagrosa,3.0,Schools,Private,Elementary school,"Data_QC Caring Cities Tracker, QC Administrative Data - Private schools",14.6178287,121.0711796,,,,,,,Administrative data
Claret School of Q.C.,"Mahinhin St., UP Vill., Diliman, QC",U. P. Village,4.0,Schools,Private,Senior high school,"Data_QC Caring Cities Tracker, QC Administrative Data - Private schools",14.6472517,121.0544831,,,,,,,Administrative data
Claret School of Q.C.,"Mahinhin St., UP Vill., Diliman, QC",U. P. Village,4.0,Schools,Private,Preschool,"Data_QC Caring Cities Tracker, QC Administrative Data - Private schools",14.6472517,121.0544831,,,,,,,Administrative data
Claret School of Q.C.,"Mahinhin St., UP Vill., Diliman, QC",U. P. Village,4.0,Schools,Private,Elementary school,"Data_QC Caring Cities Tracker, QC Administrative Data - Private schools",14.6472517,121.0544831,,,,,,,Administrative data
Claret School of Q.C.,"Mahinhin St., UP Vill., Diliman, QC",U. P. Village,4.0,Schools,Private,Junior high school,"Data_QC Caring Cities Tracker, QC Administrative Data - Private schools",14.6472517,121.0544831,,,,,,,Administrative data
Clarion School Institute Inc.,"No. 12 KH Street, West Kamias, QC",West Kamias,3.0,Schools,Private,Junior high school,"Data_QC Caring Cities Tracker, QC Administrative Data - Private schools",14.6313108,121.0502452,,,,,,,Administrative data
Clarion School Institute Inc.,"No. 12 KH Street, West Kamias, QC",West Kamias,3.0,Schools,Private,Preschool,"Data_QC Caring Cities Tracker, QC Administrative Data - Private schools",14.6313108,121.0502452,,,,,,,Administrative data
Clarion School Institute Inc.,"No. 12 KH Street, West Kamias, QC",West Kamias,3.0,Schools,Private,Elementary school,"Data_QC Caring Cities Tracker, QC Administrative Data - Private schools",14.6313108,121.0502452,,,,,,,Administrative data
Claro,"20 Almon St., Brgy. Claro",Claro (Quirino 3-B),3.0,Childcare,Public,Child development center and supervised neighborhood play,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",14.632474,121.065153,,,,,,,Administrative data
CMS-ASIA SPORTS THERAPY CLINIC,"#93, MPIRE CENTER, WEST AVE., BUNGAD, QUEZON CITY, NCR, 1104",Bungad,1.0,Long-term care and rehabilitation services,,Therapeutic clinic,BLPD,14.6489954,121.0284025,8:00AM,5:00PM,,,,,Administrative data
"CNA CULINARY SERVICES, INC ( CCA MANILA )","1ST FLR. CARILLON LOUNGE, UNIVERSITY HOTEL, F.MA GUERRERO ST. CORNER AGLIPAY ST., UP CAMPUS, QUEZON CITY, NCR, 1101",U. P. Campus,4.0,Schools,Private,Private school,BLPD,14.6526624,121.065041,8:00AM,5:00PM,,,,,Administrative data
Colegio de San Bartolome de Novaliches,"737 Quirino H-way, San Bartolome, Nova., QC",San Bartolome,5.0,Schools,Private,Junior high school,"Data_QC Caring Cities Tracker, QC Administrative Data - Private schools",14.7049291,121.0376698,,,,,,,Administrative data
Colegio de San Bartolome de Novaliches,"737 Quirino H-way, San Bartolome, Nova., QC",San Bartolome,5.0,Schools,Private,Senior high school,"Data_QC Caring Cities Tracker, QC Administrative Data - Private schools",14.7049291,121.0376698,,,,,,,Administrative data
Colegio de San Bartolome de Novaliches,"737 Quirino H-way, San Bartolome, Nova., QC",San Bartolome,5.0,Schools,Private,Preschool,"Data_QC Caring Cities Tracker, QC Administrative Data - Private schools",14.7049291,121.0376698,,,,,,,Administrative data
Colegio de San Bartolome de Novaliches,"737 Quirino H-way, San Bartolome, Nova., QC",San Bartolome,5.0,Schools,Private,Elementary school,"Data_QC Caring Cities Tracker, QC Administrative Data - Private schools",14.7049291,121.0376698,,,,,,,Administrative data
"College of Arts and Sciences of Asia and the Pacific - Quezon City, Inc","#Villonco Bldg. Villongco, Brgy. Commonwealth- QC",Commonwealth,2.0,Schools,Private,Junior high school,"Data_QC Caring Cities Tracker, QC Administrative Data - Private schools",14.6969749,121.0880003,,,,,,,Administrative data
"College of Arts and Sciences of Asia and the Pacific - Quezon City, Inc","#Villonco Bldg. Villongco, Brgy. Commonwealth- QC",Commonwealth,2.0,Schools,Private,Preschool,"Data_QC Caring Cities Tracker, QC Administrative Data - Private schools",14.6969749,121.0880003,,,,,,,Administrative data
"College of Arts and Sciences of Asia and the Pacific - Quezon City, Inc","#Villonco Bldg. Villongco, Brgy. Commonwealth- QC",Commonwealth,2.0,Schools,Private,Elementary school,"Data_QC Caring Cities Tracker, QC Administrative Data - Private schools",14.6969749,121.0880003,,,,,,,Administrative data
"College of Arts and Sciences of Asia and the Pacific - Quezon City, Inc","#Villonco Bldg. Villongco, Brgy. Commonwealth- QC",Commonwealth,2.0,Schools,Private,Senior high school,"Data_QC Caring Cities Tracker, QC Administrative Data - Private schools",14.6969749,121.0880003,,,,,,,Administrative data
College of St. Catherine of QC (Frmrly St. Theresa's School of Baesa),"362 Quirino H-way, Sangandaan, Quezon City",Sangandaan,6.0,Schools,Private,Senior high school,"Data_QC Caring Cities Tracker, QC Administrative Data - Private schools",14.679479,121.0186115,,,,,,,Administrative data
College of St. Catherine of QC (Frmrly St. Theresa's School of Baesa),"362 Quirino H-way, Sangandaan, Quezon City",Sangandaan,6.0,Schools,Private,Preschool,"Data_QC Caring Cities Tracker, QC Administrative Data - Private schools",14.679479,121.0186115,,,,,,,Administrative data
College of St. Catherine of QC (Frmrly St. Theresa's School of Baesa),"362 Quirino H-way, Sangandaan, Quezon City",Sangandaan,6.0,Schools,Private,Elementary school,"Data_QC Caring Cities Tracker, QC Administrative Data - Private schools",14.679479,121.0186115,,,,,,,Administrative data
College of St. Catherine of QC (Frmrly St. Theresa's School of Baesa),"362 Quirino H-way, Sangandaan, Quezon City",Sangandaan,6.0,Schools,Private,Junior high school,"Data_QC Caring Cities Tracker, QC Administrative Data - Private schools",14.679479,121.0186115,,,,,,,Administrative data
Common-Wealth Academy,"No. 1412 Adarna St., Commonwealth, QC",Commonwealth,2.0,Schools,Private,Preschool,"Data_QC Caring Cities Tracker, QC Administrative Data - Private schools",14.6955639,121.0751376,,,,,,,Administrative data
Common-Wealth Academy,"No. 1412 Adarna St., Commonwealth, QC",Commonwealth,2.0,Schools,Private,Elementary school,"Data_QC Caring Cities Tracker, QC Administrative Data - Private schools",14.6955639,121.0751376,,,,,,,Administrative data
Common-Wealth Academy,"No. 1412 Adarna St., Commonwealth, QC",Commonwealth,2.0,Schools,Private,Junior high school,"Data_QC Caring Cities Tracker, QC Administrative Data - Private schools",14.6955639,121.0751376,,,,,,,Administrative data
Commonwealth ES,,Commonwealth,2.0,Schools,Public,Elementary school,"Data_QC Caring Cities Tracker, QC Administrative Data - Public schools",14.697539,121.0878026,,,,,,,Administrative data
Commonwealth HS,,Commonwealth,2.0,Schools,Public,High school,"Data_QC Caring Cities Tracker, QC Administrative Data - Public schools",14.698967,121.081677,,,,,,,Administrative data
Cong. Reynaldo A. Calalay Memorial Elementary School,,Damayan,1.0,Schools,Public,Elementary school,"Data_QC Caring Cities Tracker, QC Administrative Data - Public schools",14.6385754,121.0147622,,,,,,,Administrative data
"Coramdeo Christian Academy, Inc.","L-14,B-6, Mt. Crest Subd., Brgy. Banlat, T-sora, QC",Tandang Sora,6.0,Schools,Private,Preschool,"Data_QC Caring Cities Tracker, QC Administrative Data - Private schools",14.6853508,121.0438654,,,,,,,Administrative data
"Coramdeo Christian Academy, Inc.","L-14,B-6, Mt. Crest Subd., Brgy. Banlat, T-sora, QC",Tandang Sora,6.0,Schools,Private,Elementary school,"Data_QC Caring Cities Tracker, QC Administrative Data - Private schools",14.6853508,121.0438654,,,,,,,Administrative data
"Coramdeo Christian Academy, Inc.","L-14,B-6, Mt. Crest Subd., Brgy. Banlat, T-sora, QC",Tandang Sora,6.0,Schools,Private,Junior high school,"Data_QC Caring Cities Tracker, QC Administrative Data - Private schools",14.6853508,121.0438654,,,,,,,Administrative data
Cordis Mariae School,"Gate 1 MRB. HGHP, Pilot Drive, Brgy. Comm. QC",Commonwealth,2.0,Schools,Private,Elementary school,"Data_QC Caring Cities Tracker, QC Administrative Data - Private schools",14.6968881,121.0791753,,,,,,,Administrative data
Cordis Mariae School,"Gate 1 MRB. HGHP, Pilot Drive, Brgy. Comm. QC",Commonwealth,2.0,Schools,Private,Preschool,"Data_QC Caring Cities Tracker, QC Administrative Data - Private schools",14.6968881,121.0791753,,,,,,,Administrative data
Cordis Mariae School,"Gate 1 MRB. HGHP, Pilot Drive, Brgy. Comm. QC",Commonwealth,2.0,Schools,Private,Junior high school,"Data_QC Caring Cities Tracker, QC Administrative Data - Private schools",14.6968881,121.0791753,,,,,,,Administrative data
COREXPERT PHYSICAL THERAPY CENTER,"#1237, E. RODRIGUEZ SR. , KRISTONG HARI, QUEZON CITY, NCR, 1112",Kristong Hari,4.0,Long-term care and rehabilitation services,,Physical therapy clinic,BLPD,14.6242639,121.0326212,8:00AM,5:00PM,,,,,Administrative data
Cornerstone Christian Acad. Of QC,"#5 Don Jose St., Holy Spirit, QC",Holy Spirit,2.0,Schools,Private,Preschool,"Data_QC Caring Cities Tracker, QC Administrative Data - Private schools",14.6825513,121.0835469,,,,,,,Administrative data
Cornerstone Christian Acad. Of QC,"#5 Don Jose St., Holy Spirit, QC",Holy Spirit,2.0,Schools,Private,Elementary school,"Data_QC Caring Cities Tracker, QC Administrative Data - Private schools",14.6825513,121.0835469,,,,,,,Administrative data
Coronado's School of QC,"23 Cartier St., Villa Corrina Subd., Pasong Tamo, Q.C. / 4 kawayan st. NPC village Pasong Tamo QC",Pasong Tamo,6.0,Schools,Private,Preschool,"Data_QC Caring Cities Tracker, QC Administrative Data - Private schools",14.6765558,121.0462332,,,,,,,Administrative data
Coronado's School of QC,"23 Cartier St., Villa Corrina Subd., Pasong Tamo, Q.C. / 4 kawayan st. NPC village Pasong Tamo QC",Pasong Tamo,6.0,Schools,Private,Elementary school,"Data_QC Caring Cities Tracker, QC Administrative Data - Private schools",14.6765558,121.0462332,,,,,,,Administrative data
Coronado's School of QC,"23 Cartier St., Villa Corrina Subd., Pasong Tamo, Q.C. / 4 kawayan st. NPC village Pasong Tamo QC",Pasong Tamo,6.0,Schools,Private,Junior high school,"Data_QC Caring Cities Tracker, QC Administrative Data - Private schools",14.6765558,121.0462332,,,,,,,Administrative data
CORONADO'S SCHOOL OF QUEZON CITY INC.,"4, INT. CAWAYAN, TANDANG SORA, QUEZON CITY, NCR, 1116",Tandang Sora,6.0,Schools,Private,Private school,BLPD,14.6834589297863,121.04677654209,8:00AM,5:00PM,,,,,Administrative data
Covenant,"David St., Covenant Village, Brgy. Bagong Silangan",Bagong Silangan,2.0,Childcare,Public,Child development center and supervised neighborhood play,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",14.7022275,121.1095014,,,,,,,Administrative data
CPPS WELLNESS SOLUTIONS CORP.,"33, HOLLYWOOD SQUARE BLDG.,, WEST AVENUE, NAYONG KANLURAN, QUEZON CITY, NCR, 1104",Nayong Kanluran,1.0,Long-term care and rehabilitation services,,Psychological clinic,BLPD,14.6412834876605,121.026434175365,8:00AM,5:00PM,,,,,Administrative data
"Cradle of Joy Center for Lrng. Found., Inc.","14 11th Jamboree St., Brgy. Sacred Heart, QC",Sacred Heart,4.0,Schools,Private,Elementary school,"Data_QC Caring Cities Tracker, QC Administrative Data - Private schools",14.6314124,121.0414352,,,,,,,Administrative data
"Cradle of Joy Center for Lrng. Found., Inc.","14 11th Jamboree St., Brgy. Sacred Heart, QC",Sacred Heart,4.0,Schools,Private,Preschool,"Data_QC Caring Cities Tracker, QC Administrative Data - Private schools",14.6314124,121.0414352,,,,,,,Administrative data
CREASIA BEHAVIORAL THERAPY CENTER,"109, CRISELDA 1 BUILDING, SCOUT DE GUIA ST., SACRED HEART, QUEZON CITY, NCR, 1103",Sacred Heart,4.0,Long-term care and rehabilitation services,,Physical therapy clinic,BLPD,14.6310348541457,121.0355357,8:00AM,5:00PM,,,,,Administrative data
CREATECH WELLNESS CORP.,"LEVEL 3 SPACE # R3-L3-031, AYALA VERTIS, NORTH COR. NORTH AVE., BAGONG PAG-ASA, QUEZON CITY, NCR, 1105",Bagong Pag-Asa,1.0,Long-term care and rehabilitation services,,Therapeutic clinic,BLPD,14.6522644910468,121.036075318978,11:00AM,8:00PM,,,,,Administrative data
CREATIVE CIRCLE CHILD DEVELOPMENT HOUSE INC.,"BLK. 27 LOT 17, SALAWIKAIN ST., GREATER LAGRO, QUEZON CITY, NCR",Greater Lagro,5.0,Childcare,Public,Day care center,BLPD,14.721399755738,121.067876542606,8:00AM,5:00PM,,,,,Administrative data
"Creative Explorers Educational Foundation, Inc.","# 47 Visayas Ave., Brgy. Vasra, QC",Vasra,1.0,Schools,Private,Elementary school,"Data_QC Caring Cities Tracker, QC Administrative Data - Private schools",14.6610789,121.0441819,,,,,,,Administrative data
"Creative Explorers Educational Foundation, Inc.","# 47 Visayas Ave., Brgy. Vasra, QC",Vasra,1.0,Schools,Private,Preschool,"Data_QC Caring Cities Tracker, QC Administrative Data - Private schools",14.6610789,121.0441819,,,,,,,Administrative data
"Creative Institute of Science , Arts and Teachnology (CISAT) Inc.","No. 30-B Sta. Catalina St., Brgy. Holy Spirit, QC",Holy Spirit,2.0,Schools,Private,Preschool,"Data_QC Caring Cities Tracker, QC Administrative Data - Private schools",14.686151,121.0841247,,,,,,,Administrative data
"Creative Institute of Science , Arts and Teachnology (CISAT) Inc.","No. 30-B Sta. Catalina St., Brgy. Holy Spirit, QC",Holy Spirit,2.0,Schools,Private,Elementary school,"Data_QC Caring Cities Tracker, QC Administrative Data - Private schools",14.686151,121.0841247,,,,,,,Administrative data
Creative Minds Learning Institute Montessori Inc.,"#13 Road 1, Projsct 6, Bago Bantay, QC",Bagong Pag-asa,1.0,Schools,Private,Elementary school,"Data_QC Caring Cities Tracker, QC Administrative Data - Private schools",14.6555414,121.0341206,,,,,,,Administrative data
Creative Minds Learning Institute Montessori Inc.,"#13 Road 1, Projsct 6, Bago Bantay, QC",Bagong Pag-asa,1.0,Schools,Private,Preschool,"Data_QC Caring Cities Tracker, QC Administrative Data - Private schools",14.6555414,121.0341206,,,,,,,Administrative data
CREATIVE PLAY DEVELOPMENT CENTER INC.,"UNIT LG2 LOWER GROUND FLOOR, CAPITOL GREENSTREET, CAPITOL HILLS DRIVE, MATANDANG BALARA, QUEZON CITY, NCR, 1119",Matandang Balara,3.0,Childcare,Public,Child learning center,BLPD,14.6634296,121.0841881,8:00AM,6:00PM,,,,,Administrative data
Cubao Elementary School,,E. Rodriguez,3.0,Schools,Public,Elementary school,"Data_QC Caring Cities Tracker, QC Administrative Data - Public schools",14.6224359,121.0510582,,,,,,,Administrative data
CUBBIE PLAY AND LEARNING CENTER,"UNIT 201, REDGOLD BUILDING, 1840 E.RODRIGUEZ SR. AVE., IMMACULATE CONCEPCION, QUEZON CITY, NCR, 1111",Immaculate Concepcion,4.0,Childcare,Public,Child learning center,BLPD,14.6227351,121.0455672,8:00AM,5:00PM,,,,,Administrative data
CUDIAMAT MEDICAL C0RP.,"165, LABO ST.  LA LOMA, PAANG BUNDOK, QUEZON CITY, NCR, 1114",Paang Bundok,1.0,Long-term care and rehabilitation services,,Therapeutic clinic,BLPD,14.6291978096846,120.991517656831,8:00AM,5:00PM,,,,,Administrative data
CUDIAMAT MEDICAL CORP.,"JDC BUILDING, BLK. 5, LOT 9, ZABARTE ROAD , HOBART VILLAGE, KALIGAYAHAN, QUEZON CITY, NCR, 1124",Kaligayahan,5.0,Long-term care and rehabilitation services,,Physical therapy clinic,BLPD,14.7367215379076,121.047451378277,9:00AM,6:00PM,,,,,Administrative data
