name_original,address,barangay,district,major_division,sub_division,category,source_reference,latitude,longitude,open_hours,close_hours,frequency_mon_fri,frequency_saturday,frequency_sunday,bus_route,data_source
"ABA LEARNING DIVERSITY THERAPY CENTER, INC.","105, ROOSEVELT AVENUE, SFDM, PARAISO, QUEZON CITY, NCR, 1104",Paraiso,1.0,Long-term care and rehabilitation services,,Physical/occupational therapy school,BLPD,14.6355979,121.0179767,8:00AM,6:00PM,,,,,Administrative data
ABA LIMITLESS' DISCOVERY' THERAPY CENTER,"ROOM 201, BBB PROPERTY RENTAL, #22 PURDUE ST., E. RODRIGUEZ, QUEZON CITY, NCR, 1102",E. Rodriguez,3.0,Long-term care and rehabilitation services,,Physical/occupational therapy school,BLPD,14.62757,121.052496,8:00AM,5:00PM,,,,,Administrative data
AC BIOMECHANICS PHYSICAL THERAPY CLINIC,"UNIT 210 2/F, REGALADO HIVE BLDG., REGALADO AVE., FAIRVIEW, QUEZON CITY, NCR, 1118",Fairview,5.0,Long-term care and rehabilitation services,,Physical therapy clinic,BLPD,14.699554538814,121.068060533135,9:00AM,7:00PM,,,,,Administrative data
ACE WATER HEALTH & SPA CENTER INC.,"399, DEL MONTE AVE., MANRESA, QUEZON CITY, NCR, 1115",Manresa,1.0,Long-term care and rehabilitation services,,Therapeutic clinic,BLPD,14.6385845850414,121.001654995272,8:00AM,5:00PM,,,,,Administrative data
"Acelina School, Inc","23 Pantabangan St., Napocor Vill., T-Sora, Q.C.",Tandang Sora,6.0,Schools,Private,Junior high school,"Data_QC Caring Cities Tracker, QC Administrative Data - Private schools",14.6847842,121.0463287,,,,,,,Administrative data
"Acelina School, Inc","23 Pantabangan St., Napocor Vill., T-Sora, Q.C.",Tandang Sora,6.0,Schools,Private,Elementary school,"Data_QC Caring Cities Tracker, QC Administrative Data - Private schools",14.6847842,121.0463287,,,,,,,Administrative data
"Acelina School, Inc","23 Pantabangan St., Napocor Vill., T-Sora, Q.C.",Tandang Sora,6.0,Schools,Private,Preschool,"Data_QC Caring Cities Tracker, QC Administrative Data - Private schools",14.6847842,121.0463287,,,,,,,Administrative data
ACES ABA INTERVENTION LEARNING AND ASSESSMENT CENTER,"BLK 50, LOT 45, NOCHE BUENA COR. PABASA ST., GREATER LAGRO, QUEZON CITY, NCR, 1100",Greater Lagro,5.0,Childcare,Public,Child learning center,BLPD,14.7270815732228,121.064002077246,8:00AM,5:00PM,,,,,Administrative data
"Achievers Academy Of Q.C., Inc.","#14 Mustang Street, Fairview, Quezon City",Fairview,5.0,Schools,Private,Junior high school,"Data_QC Caring Cities Tracker, QC Administrative Data - Private schools",14.7049287,121.0642413,,,,,,,Administrative data
"Achievers Academy Of Q.C., Inc.","#14 Mustang Street, Fairview, Quezon City",Fairview,5.0,Schools,Private,Preschool,"Data_QC Caring Cities Tracker, QC Administrative Data - Private schools",14.7049287,121.0642413,,,,,,,Administrative data
"Achievers Academy Of Q.C., Inc.","#14 Mustang Street, Fairview, Quezon City",Fairview,5.0,Schools,Private,Elementary school,"Data_QC Caring Cities Tracker, QC Administrative Data - Private schools",14.7049287,121.0642413,,,,,,,Administrative data
ACHIEVING INDEPENDENCE AND MEANINGFUL SKILL THERAPY CENTER,"UNIT F, 3RD FLR. , 38 GENERAL AVENUE, BAHAY TORO, QUEZON CITY, NCR, 1106",Bahay Toro,1.0,Long-term care and rehabilitation services,,Physical therapy clinic,BLPD,14.673919,121.025977,9:00AM,6:00PM,,,,,Administrative data
Active Thinkers Child Development Center Inc.,"41 Mustang St., Greater Fairview, Quezon City",Fairview,5.0,Schools,Private,Preschool,"Data_QC Caring Cities Tracker, QC Administrative Data - Private schools",14.7046739,121.0662275,,,,,,,Administrative data
ACUHOLISTIC HEALTH CENTER,"UNIT NO. UG-08, WINLAND TOWER RESIDENCES , 39 GRANADA STREET COR. VALENCIA STREET, VALENCIA, QUEZON CITY, NCR, 1112",Valencia,4.0,Long-term care and rehabilitation services,,Physical therapy clinic,BLPD,14.6076886437754,121.038610528712,9:30AM,4:30AM,,,,,Administrative data
"Adonia School of the Kingdom of QC., Inc.","22 Saret Talanay A., Batasan Hills, QC",Batasan Hills,2.0,Schools,Private,Junior high school,"Data_QC Caring Cities Tracker, QC Administrative Data - Private schools",14.685481,121.0995511,,,,,,,Administrative data
"Adonia School of the Kingdom of QC., Inc.","22 Saret Talanay A., Batasan Hills, QC",Batasan Hills,2.0,Schools,Private,Preschool,"Data_QC Caring Cities Tracker, QC Administrative Data - Private schools",14.685481,121.0995511,,,,,,,Administrative data
"Adonia School of the Kingdom of QC., Inc.","22 Saret Talanay A., Batasan Hills, QC",Batasan Hills,2.0,Schools,Private,Elementary school,"Data_QC Caring Cities Tracker, QC Administrative Data - Private schools",14.685481,121.0995511,,,,,,,Administrative data
AGAPE LEARNING AND DEVELOPMENT CENTER,"B&E BUILDING, 331 FPJ AVENUE, KATIPUNAN, QUEZON CITY, NCR, 1105",Katipunan,1.0,Childcare,Public,Child learning center,BLPD,14.6556502,121.0186823,8:00AM,6:00PM,,,,,Administrative data
