,barangay,name_original,address,district,major_division,sub_division,category,data_source,address_clean,latitude,longitude,open_hours,close_hours
392,talayan,"pace academy talayan, inc.","126, talayan st., talayan, quezon city, ncr, 1104",1,Schools,Private,Private school,"QC Future Ready dashboard, Schools","126, talayan Street, talayan, quezon city, ncr, 1104, Philippines",14.63531707,121.011433,7:00AM,4:00PM
393,fairview,bethel christian school of  fairview inc.,"366, republic ave., west, fairview, quezon city, ncr, 1118",5,Schools,Private,Private school,"QC Future Ready dashboard, Schools","366, republic Avenue, west, fairview, quezon city, ncr, 1118, Philippines",14.69301682,121.0638452,8:00AM,5:00PM
394,katipunan,"holy child academy, inc","blk. 20, lot 1, #21 king ferdinand st. cor. katipunan ave, kingspoint subd., bagbag, quezon city, ncr, 1116",5,Schools,Private,Private school,"QC Future Ready dashboard, Schools","blk. 20, lot 1, #21 king ferdinand Street corner katipunan ave, kingspoint Subdivision, bagbag, quezon city, ncr, 1116, Philippines",14.69889802,121.0235245,6:00AM,5:00PM
395,bungad,kolisko waldorf school inc.,"#65, baler st., bungad, quezon city, ncr, 1105",1,Schools,Private,Private school,"QC Future Ready dashboard, Schools","#65, baler Street, bungad, quezon city, ncr, 1105, Philippines",14.6475426,121.0250859,8:00AM,5:00PM
396,tandang sora,"dr. carlos s. lanting college, incorporated","16, tandang sora ave., sangandaan, quezon city, ncr, 1116",6,Schools,Private,Private school,"QC Future Ready dashboard, Schools","16, tandang sora Avenue, sangandaan, quezon city, ncr, 1116, Philippines",14.67965141,121.0207259,6:00AM,9:00PM
397,sta. lucia,st. alexis community school of q.c. inc,"27, diego silang st., sta. lucia, quezon city, ncr, 1117",5,Schools,Private,Private school,"QC Future Ready dashboard, Schools","27, diego silang Street, sta. lucia, quezon city, ncr, 1117, Philippines",14.7034711,121.049255,8:00AM,5:00PM
398,pasong putik proper,msa whiz kids academy inc.,"13, 15, 17, 19, bituin street, teresa heights subdivision, pasong putik proper, quezon city, ncr, 1118",5,Schools,Private,Private school,"QC Future Ready dashboard, Schools","13, 15, 17, 19, bituin street, teresa heights subdivision, pasong putik proper, quezon city, ncr, 1118, Philippines",14.7377845,121.0629676,8:00AM,5:00PM
399,tandang sora,catholic filipino academy (cfa) inc.,"81, pantabangan street, nia village, tandang sora, quezon city, ncr, 1116",6,Schools,Private,Private school,"QC Future Ready dashboard, Schools","81, pantabangan street, nia village, tandang sora, quezon city, ncr, 1116, Philippines",14.68860898,121.047244,6:00AM,5:00PM
400,payatas,"saint vincent institute of arts & sciences, inc.","137, legaspi st., payatas-b, payatas, quezon city, ncr, 1119",2,Schools,Private,Private school,"QC Future Ready dashboard, Schools","137, legaspi Street, payatas-b, payatas, quezon city, ncr, 1119, Philippines",14.626277,121.069728,8:00AM,5:00PM
401,bungad,"st. vincent school of quezon city, inc.","99, west ave., bungad, quezon city, ncr, 1105",1,Schools,Private,Private school,"QC Future Ready dashboard, Schools","99, west Avenue, bungad, quezon city, ncr, 1105, Philippines",14.64949998,121.02858,8:00AM,5:00PM
402,lourdes,st. theresa's college of quezon city,"116, d. tuazon ave. , sta mesa heights, lourdes, quezon city, ncr, 1114",1,Schools,Private,Private school,"QC Future Ready dashboard, Schools","116, d. tuazon Avenue , sta mesa heights, lourdes, quezon city, ncr, 1114, Philippines",14.62791,121.000693,8:00AM,6:00PM
403,tandang sora,catholic filipino academy (cfa) inc.,"81, pantabangan street, nia village, tandang sora, quezon city, ncr, 1116",6,Schools,Private,Private school,"QC Future Ready dashboard, Schools","81, pantabangan street, nia village, tandang sora, quezon city, ncr, 1116, Philippines",14.68860898,121.047244,6:00AM,5:00PM
404,san martin de porres,brilliant juniors academy inc.,"aysn sports centre, lot 8 p. tuazon blvd corner c. benitez street, san martin de porres, quezon city, ncr, 1111",4,Schools,Private,Private school,"QC Future Ready dashboard, Schools","aysn sports centre, lot 8 p. tuazon blvd corner c. benitez street, san martin de porres, quezon city, ncr, 1111, Philippines",14.6164778,121.0442342,8:00AM,5:00PM
405,fairview,the philippine timothy christian academy of quezon city inc.,"blk 3, lot 1, pearl st., regalado ave., fairview, quezon city, ncr, 1118",5,Schools,Private,Private school,"QC Future Ready dashboard, Schools","blk 3, lot 1, pearl Street, regalado Avenue, fairview, quezon city, ncr, 1118, Philippines",14.709105,121.0670284,7:00AM,7:00PM
406,sauyo,"marian school of quezon city,inc.","199, sauyo road novaliches, sauyo, quezon city, ncr, 1116",6,Schools,Private,Private school,"QC Future Ready dashboard, Schools","199, sauyo road novaliches, sauyo, quezon city, ncr, 1116, Philippines",14.69429922,121.0448518,7:00AM,4:00PM
407,commonwealth,"estar castle integrated school, inc.","1817-a, ecols, commonwealth, quezon city, ncr, 1121",2,Schools,Private,Private school,"QC Future Ready dashboard, Schools","1817-a, ecols, commonwealth, quezon city, ncr, 1121, Philippines",14.69833896,121.0825353,8:00AM,5:00PM
408,san isidro labrador,siloam christian academy inc.,"2, san isidro labrador, payatas, quezon city, ncr, 1119",2,Schools,Private,Private school,"QC Future Ready dashboard, Schools","2, san isidro labrador, payatas, quezon city, ncr, 1119, Philippines",14.69129657,121.0855432,8:00AM,5:00PM
409,quirino 2a,"lord jesus learning institute, inc","17, bignay st, quirino 2a, quezon city, ncr, 1102",3,Schools,Private,Private school,"QC Future Ready dashboard, Schools","17, bignay st, quirino 2a, quezon city, ncr, 1102, Philippines",14.6321787,121.0591679,7:00AM,4:00PM
410,san isidro labrador,siloam christian academy inc.,"2, san isidro labrador, payatas, quezon city, ncr, 1119",2,Schools,Private,Private school,"QC Future Ready dashboard, Schools","2, san isidro labrador, payatas, quezon city, ncr, 1119, Philippines",14.69129657,121.0855432,8:00AM,5:00PM
411,sacred heart,cradle of joy center for learning foundation inc.,"11th,  jamboree, sacred heart, quezon city, ncr, 1103",4,Schools,Private,Private school,"QC Future Ready dashboard, Schools","11th, jamboree, sacred heart, quezon city, ncr, 1103, Philippines",14.63159002,121.0412281,7:00AM,8:00PM
412,san antonio,"marriott school, inc.","162, tolentino st san francisco , ncr, san antonio, quezon city, ncr, 1105",1,Schools,Private,Private school,"QC Future Ready dashboard, Schools","162, tolentino st san francisco , ncr, san antonio, quezon city, ncr, 1105, Philippines",14.64757629,121.0146805,7:00AM,5:00PM
413,north fairview,first mile christian school of life in the light christian fellowship,"385, l1, riyal st. cor peseta st., north fairview, quezon city, ncr, 1121",5,Schools,Private,Private school,"QC Future Ready dashboard, Schools","385, l1, riyal Street corner peseta Street, north fairview, quezon city, ncr, 1121, Philippines",14.71073901,121.0586909,8:00AM,6:00PM
414,alicia,"sto. nino parochial school, inc.","ilocos sur st. cor. bukidnon st., alicia, quezon city, ncr, 1105",1,Schools,Private,Private school,"QC Future Ready dashboard, Schools","ilocos sur Street corner bukidnon Street, alicia, quezon city, ncr, 1105, Philippines",14.66004052,121.0263474,6:00AM,5:00PM
415,bagong pag-asa,"saint paul educational center bago-bantay, inc.","38, palawan st., bagong pag-asa, quezon city, ncr, 1105",1,Schools,Private,Private school,"QC Future Ready dashboard, Schools","38, palawan Street, bagong pag-asa, quezon city, ncr, 1105, Philippines",14.66309688,121.0316744,8:00AM,5:00PM
416,marilag,national college of business and arts,"994, aurora blvd, marilag, quezon city, ncr, 1109",3,Schools,Private,Private school,"QC Future Ready dashboard, Schools","994, aurora blvd, marilag, quezon city, ncr, 1109, Philippines",14.62829,121.06638,8:00AM,5:00PM
417,Damayan,San Francisco Lying–In Clinic,"H. Francisco St. corner San Vicente St., Brgy. Damayan",1,Health centers,#N/A,LGU-run lying-in clinics,QC Administrative Data - Health,"H. Francisco Street corner San Vicente Street, Barangay Damayan, Quezon City, Philippines",14.63937238,121.0146712,#N/A,#N/A
418,Bagong Silangan,Bagong Silangan Lying–In Clinic,"Bonifacio St., Brgy. Bagong Silangan",2,Health centers,#N/A,LGU-run lying-in clinics,QC Administrative Data - Health,"Bonifacio Street, Barangay Bagong Silangan, Quezon City, Philippines",14.6977113,121.110502,#N/A,#N/A
419,Batasan Hills,Batasan Hills Lying–In Clinic,"2 IBP Road, Brgy. Batasan Hills",2,Health centers,#N/A,LGU-run lying-in clinics,QC Administrative Data - Health,"2 IBP Road, Barangay Batasan Hills, Quezon City, Philippines",14.69922751,121.0920809,#N/A,#N/A
420,Holy Spirit,Betty Go Belmonte Lying–In Clinic,"Artillery Road, Garcia Heights, Brgy. Holy Spirit",2,Health centers,#N/A,LGU-run lying-in clinics,QC Administrative Data - Health,"Artillery Road, Garcia Heights, Barangay Holy Spirit, Quezon City, Philippines",14.6821557,121.0785305,#N/A,#N/A
421,Commonwealth,National Government Center Lying-In Clinic,"MRB Compound, Pilot Drive, Brgy. Commonwealth",2,Health centers,#N/A,LGU-run lying-in clinics,QC Administrative Data - Health,"MRB Compound, Pilot Drive, Barangay Commonwealth, Quezon City, Philippines",14.7060131,121.0869798,#N/A,#N/A
422,San Roque,Murphy Lying–In Clinic,"18th Avenue, Brgy. San Roque",3,Health centers,#N/A,LGU-run lying-in clinics,QC Administrative Data - Health,"18th Avenue, Barangay San Roque, Quezon City, Philippines",14.61769813,121.0625586,#N/A,#N/A
423,Kamuning,Kamuning Lying–In Clinic,"19 T. Gener St. corner K5th St., Brgy. Kamuning",4,Health centers,#N/A,LGU-run lying-in clinics,QC Administrative Data - Health,"19 T. Gener Street corner K5th Street, Barangay Kamuning, Quezon City, Philippines",14.62611929,121.0369858,#N/A,#N/A
424,Sta Lucia,Sta. Lucia Lying-In Clinic,"Sta. Lucia Ave., Brgy. Sta Lucia",5,Health centers,#N/A,LGU-run lying-in clinics,QC Administrative Data - Health,"Sta. Lucia Avenue, Barangay Sta Lucia, Quezon City, Philippines",14.70728212,121.0534239,#N/A,#N/A
425,Novaliches,Arsenia De Jesus Maximo Lying–In Clinic,"Quirino Hi–way, Brgy. Novaliches",5,Health centers,#N/A,LGU-run lying-in clinics,QC Administrative Data - Health,"Quirino Hi–way, Barangay Novaliches, Quezon City, Philippines",14.69683598,121.0326293,#N/A,#N/A
426,San Bartolome,Novaliches District Hospital,"683 Quirino Highway, Barangay San Bartolome, Novaliches",5,Health centers,#N/A,LGU-run hospitals,QC Administrative Data - Health,"683 Quirino Highway, Barangay San Bartolome, Novaliches, Quezon City, Philippines",14.70567298,121.0381748,#N/A,#N/A
427,Bahay Toro,Quezon City General Hospital,"Seminary Road, Barangay Bahay Toro, Project 8, QCGH",1,Health centers,#N/A,LGU-run hospitals,QC Administrative Data - Health,"Seminary Road, Barangay Bahay Toro, Project 8, QCGH, Quezon City, Philippines",14.6612375,121.0181698,#N/A,#N/A
428,Batasan Hills,Rosario Maclang Bautista General Hospital,IBP Road Batasan Hills,2,Health centers,#N/A,LGU-run hospitals,QC Administrative Data - Health,"IBP Road Barangay Batasan Hills, Quezon City, Philippines",14.6860552,121.0890724,#N/A,#N/A
429,E. Rodriguez Sr.,National Children’s Hospital,"264 E. Rodriguez Sr. Avenue, Quezon City, Philippines",4,Health centers,#N/A,National government-owned hospitals,QC Administrative Data - Health,"National Children’s Hospital 264 E. Rodriguez Sr. Avenue, Quezon City, Philippines",14.6204405,121.0208118,#N/A,#N/A
430,#N/A,Philippine Orthopedic Center,Maria Clara cor. Banawe Street,1,Health centers,#N/A,National government-owned hospitals,QC Administrative Data - Health,"Philippine Orthopedic Center Maria Clara corner Banawe Street, Quezon City, Philippines",14.6276131,121.0031984,#N/A,#N/A
431,#N/A,Quirino Memorial Medical Center,"JP Rizal cor. P. Tuazon Sts, Project 4",3,Health centers,#N/A,National government-owned hospitals,QC Administrative Data - Health,"Quirino Memorial Medical Center JP Rizal corner P. Tuazon Sts, Project 4, Quezon City, Philippines",14.6222558,121.0706595,#N/A,#N/A
432,Central,Lung Center of the Philippines,"Quezon Avenue, Barangay Central, Diliman",4,Health centers,#N/A,National government-owned hospitals,QC Administrative Data - Health,"Lung Center of the Philippines Quezon Avenue, Barangay Central, Diliman, Quezon City, Philippines",14.6477279,121.0452136,#N/A,#N/A
433,Bagong Pag-asa,Philippine Children’s Medical Center,"Quezon Avenue cor. Sen. Miriam Defensor-Santiago Avenue, Bagong Pag-asa",1,Health centers,#N/A,National government-owned hospitals,QC Administrative Data - Health,"Philippine Children’s Medical Center Quezon Avenue corner Sen. Miriam Defensor-Santiago Avenue, Bagong Pag-asa, Quezon City, Philippines",14.6476963,121.0411248,#N/A,#N/A
434,#N/A,National Kidney and Transplant Institute,"East Avenue, Diliman",4,Health centers,#N/A,National government-owned hospitals,QC Administrative Data - Health,"National Kidney and Transplant Institute East Avenue, Diliman, Quezon City, Philippines",14.6473447,121.0451401,#N/A,#N/A
435,#N/A,Philippine Heart Center,"East Avenue, Diliman",4,Health centers,#N/A,National government-owned hospitals,QC Administrative Data - Health,"Philippine Heart Center East Avenue, Diliman, Quezon City, Philippines",14.6441499,121.0459581,#N/A,#N/A
436,#N/A,East Avenue Medical Center,"East Avenue, Diliman",4,Health centers,#N/A,National government-owned hospitals,QC Administrative Data - Health,"East Avenue Medical Center East Avenue, Diliman, Quezon City, Philippines",14.6421432,121.0479837,#N/A,#N/A
437,Alicia,Bago Bantay,"84 Sto. Niño St., Brgy. Alicia",1,Health centers,#N/A,Health centers,QC Administrative Data - Health,"84 Sto. Niño Street, Barangay Alicia, Quezon City, Philippines",14.7055952,121.097806,#N/A,#N/A
438,Bagong Pag-asa,Bagong Pag-asa,"36 Road 9 cor. Road 10, Brgy. Bagong Pag-asa",1,Health centers,#N/A,Health centers,QC Administrative Data - Health,"36 Road 9 corner Road 10, Barangay Bagong Pag-asa, Quezon City, Philippines",14.6620891,121.0342136,#N/A,#N/A
439,Balingasa,Balingasa,"26 J. Aquino Cruz St., Brgy. Balingasa",1,Health centers,#N/A,Health centers,QC Administrative Data - Health,"26 J. Aquino Cruz Street, Barangay Balingasa, Quezon City, Philippines",14.65024375,121.0043049,#N/A,#N/A
440,Paang Bundok,La Loma,"225 Mariveles St., Brgy. Paang Bundok",1,Health centers,#N/A,Health centers,QC Administrative Data - Health,"225 Mariveles Street, Barangay Paang Bundok, Quezon City, Philippines",14.626996,120.991853,#N/A,#N/A
441,Masambong,Masambong,"8 Malac St., Brgy. Masambong",1,Health centers,#N/A,Health centers,QC Administrative Data - Health,"8 Malac Street, Barangay Masambong, Quezon City, Philippines",14.64020592,121.011993,#N/A,#N/A
442,Paltok,Paltok,"14 Matias St., Brgy. Paltok",1,Health centers,#N/A,Health centers,QC Administrative Data - Health,"14 Matias Street, Barangay Paltok, Quezon City, Philippines",14.64300872,121.0231876,#N/A,#N/A
443,Sta. Teresita,Mercedes de Joya,"Dapitan cor. Mayon St., Brgy. Sta. Teresita",1,Health centers,#N/A,Health centers,QC Administrative Data - Health,"Dapitan corner Mayon Street, Barangay Sta. Teresita, Quezon City, Philippines",14.62197138,120.9996989,#N/A,#N/A
444,Project 6,Project 6,"58 Alley 3, Brgy. Project 6",1,Health centers,#N/A,Health centers,QC Administrative Data - Health,"58 Alley 3, Barangay Project 6, Quezon City, Philippines",14.66176971,121.0404661,#N/A,#N/A
445,Veterans Village,Project 7,"39 Bansalangin St., Brgy Veterans Village",1,Health centers,#N/A,Health centers,QC Administrative Data - Health,"39 Bansalangin Street, Barangay Veterans Village, Quezon City, Philippines",14.65347,121.024564,#N/A,#N/A
446,San Antonio,San Antonio,"38 San Jose, St. Brgy. San Antonio",1,Health centers,#N/A,Health centers,QC Administrative Data - Health,"38 San Jose, Street Barangay San Antonio, Quezon City, Philippines",14.64845807,121.0141993,#N/A,#N/A
447,Damayan,San Francisco Super,H. Francisco cor. San Vicente St. Brgy Damayan,1,Health centers,#N/A,Health centers,QC Administrative Data - Health,"H. Francisco corner San Vicente Street Barangay Damayan, Quezon City, Philippines",14.63880498,121.0142366,#N/A,#N/A
448,San Jose,San Jose,"27 Tinagan St., Brgy. San Jose",1,Health centers,#N/A,Health centers,QC Administrative Data - Health,"27 Tinagan Street, Barangay San Jose, Quezon City, Philippines",14.64027869,120.994242,#N/A,#N/A
449,Bahay Toro,Toro Hills,"Road 11, Brgy. Bahay Toro",1,Health centers,#N/A,Health centers,QC Administrative Data - Health,"Road 11, Barangay Bahay Toro, Quezon City, Philippines",14.66406412,121.0210466,#N/A,#N/A
450,Bagong Silangan,Bagong Silangan,"Bonifacio St., Brgy. Bagong Silangan",2,Health centers,#N/A,Health centers,QC Administrative Data - Health,"Bonifacio Street, Barangay Bagong Silangan, Quezon City, Philippines",14.6977113,121.110502,#N/A,#N/A
451,Batasan Hills,Batasan Hills Annex,"Bill cor. Saret St., Brgy. Batasan Hills",2,Health centers,#N/A,Health centers,QC Administrative Data - Health,"Bill corner Saret Street, Barangay Batasan Hills, Quezon City, Philippines",14.6861789,121.0993394,#N/A,#N/A
452,Batasan Hills,Batasan Hills Super,"2 IBP Road, Brgy. Batasan Hills",2,Health centers,#N/A,Health centers,QC Administrative Data - Health,"2 IBP Road, Barangay Batasan Hills, Quezon City, Philippines",14.69922751,121.0920809,#N/A,#N/A
453,Holy Spirit,Betty Go Belmonte Super,"2nd Flr. 12 Artillery Road, Brgy. Holy Spirit",2,Health centers,#N/A,Health centers,QC Administrative Data - Health,"2nd Floor 12 Artillery Road, Barangay Holy Spirit, Quezon City, Philippines",14.6821557,121.0785305,#N/A,#N/A
454,Commonwealth,Commonwealth,"Katuparan St., Brgy. Commonwealth",2,Health centers,#N/A,Health centers,QC Administrative Data - Health,"Katuparan Street, Barangay Commonwealth, Quezon City, Philippines",14.696917,121.088006,#N/A,#N/A
455,#N/A,Doña Nicasia,"689 Matapang St., Doña Nicasia Subd.",2,Health centers,#N/A,Health centers,QC Administrative Data - Health,"689 Matapang Street, Doña Nicasia Subdivision, Quezon City, Philippines",14.64031314,121.0492598,#N/A,#N/A
456,Holy Spirit,Holy Spirit,"373 Sta. Catalina St., Brgy. Holy Spirit",2,Health centers,#N/A,Health centers,QC Administrative Data - Health,"373 Sta. Catalina Street, Barangay Holy Spirit, Quezon City, Philippines",14.68943799,121.083765,#N/A,#N/A
457,Payatas,Lupang Pangako,"Phase I, Lupang Pangako, Brgy. Payatas",2,Health centers,#N/A,Health centers,QC Administrative Data - Health,"Phase I, Lupang Pangako, Barangay Payatas, Quezon City, Philippines",14.72110157,121.109981,#N/A,#N/A
458,Commonwealth,National Government Center Super,"MRB, Phase 1 Pilot Drive, Brgy. Commonwealth",2,Health centers,#N/A,Health centers,QC Administrative Data - Health,"MRB, Phase 1 Pilot Drive, Barangay Commonwealth, Quezon City, Philippines",14.7060131,121.0869798,#N/A,#N/A
459,Payatas,Payatas A,"Ilang-Ilang St., Brgy. Payatas",2,Health centers,#N/A,Health centers,QC Administrative Data - Health,"Ilang-Ilang Street, Barangay Payatas, Quezon City, Philippines",14.69970178,121.0951694,#N/A,#N/A
460,Payatas,Payatas Super,"Molave St., Diamond Hills St., Brgy. Payatas",2,Health centers,#N/A,Health centers,QC Administrative Data - Health,"Molave Street, Diamond Hills Street, Barangay Payatas, Quezon City, Philippines",14.70979968,121.0965636,#N/A,#N/A
461,Payatas,Payatas B,"Bulacan St., Brgy. Payatas",2,Health centers,#N/A,Health centers,QC Administrative Data - Health,"Bulacan Street, Barangay Payatas, Quezon City, Philippines",14.71610507,121.101749,#N/A,#N/A
462,Holy Spirit,Veterans,"6 Faustino St., Brgy Holy Spirit",2,Health centers,#N/A,Health centers,QC Administrative Data - Health,"6 Faustino Street, Barangay Holy Spirit, Quezon City, Philippines",14.68381281,121.0764422,#N/A,#N/A
463,Quirino 2B,E. Rodriguez,"150 Pajo St. Projec 2, Brgy. Quirino 2B",3,Health centers,#N/A,Health centers,QC Administrative Data - Health,"150 Pajo Street Projec 2, Barangay Quirino 2B, Quezon City, Philippines",14.63196102,121.063206,#N/A,#N/A
464,#N/A,Ermin Garcia,"53 Cambridge St., Cubao",3,Health centers,#N/A,Health centers,QC Administrative Data - Health,"53 Cambridge Street, Cubao, Quezon City, Philippines",14.62632201,121.052336,#N/A,#N/A
465,Escopa 1,Escopa,"P. Burgos St., Brgy. Escopa 1",3,Health centers,#N/A,Health centers,QC Administrative Data - Health,"P. Burgos Street, Barangay Escopa 1, Quezon City, Philippines",14.6245297,121.0730494,#N/A,#N/A
466,Libis,Libis,"E. Rodriguez Jr. Avenue cor. L. Pasco St., Brgy Libis",3,Health centers,#N/A,Health centers,QC Administrative Data - Health,"E. Rodriguez Jr. Avenue corner L. Pasco Street, Barangay Libis, Quezon City, Philippines",14.61506629,121.0748675,#N/A,#N/A
467,San Roque,Murphy Super,"37 18th Avenue, Brgy. San Roque",3,Health centers,#N/A,Health centers,QC Administrative Data - Health,"37 18th Avenue, Barangay San Roque, Quezon City, Philippines",14.61769813,121.0625586,#N/A,#N/A
468,Old Balara,Old Balara (Main),"19 Doña Filomena St., Villa Beatriz, Brgy. Old Balara",3,Health centers,#N/A,Health centers,QC Administrative Data - Health,"19 Doña Filomena Street, Villa Beatriz, Barangay Old Balara, Quezon City, Philippines",14.67396623,121.0757394,#N/A,#N/A
469,Matandang Balara,Old Balara (Annex),"99A Tandang Sora Ave, Brgy. Matandang Balara",3,Health centers,#N/A,Health centers,QC Administrative Data - Health,"99A Tandang Sora Ave, Barangay Matandang Balara, Quezon City, Philippines",14.66302965,121.0745099,#N/A,#N/A
470,Pansol,Pansol,"Plaza St., Brgy. Pansol",3,Health centers,#N/A,Health centers,QC Administrative Data - Health,"Plaza Street, Barangay Pansol, Quezon City, Philippines",14.65134602,121.076455,#N/A,#N/A
471,Bagumbuhay,Project 4,"Kalantiaw st. cor. P. Tuazon, Brgy. Bagumbuhay",3,Health centers,#N/A,Health centers,QC Administrative Data - Health,"Kalantiaw Street corner P. Tuazon, Barangay Bagumbuhay, Quezon City, Philippines",14.62214091,121.0653726,#N/A,#N/A
472,Socorro,Socorro,"139 15th Avenue, Brgy. Socorro",3,Health centers,#N/A,Health centers,QC Administrative Data - Health,"139 15th Avenue, Barangay Socorro, Quezon City, Philippines",14.62166498,121.058609,#N/A,#N/A
473,Pinagkaisahan,Bernardo,"95 Ermin Garcia St., Brgy. Pinagkaisahan",4,Health centers,#N/A,Health centers,QC Administrative Data - Health,"95 Ermin Garcia Street, Barangay Pinagkaisahan, Quezon City, Philippines",14.62708493,121.0467375,#N/A,#N/A
474,Kaunlaran,Cubao,"22 Mayor Ignacio Diaz St., Brgy. Kaunlaran",4,Health centers,#N/A,Health centers,QC Administrative Data - Health,"22 Mayor Ignacio Diaz Street, Barangay Kaunlaran, Quezon City, Philippines",14.61691948,121.0458208,#N/A,#N/A
475,San Isidro,Galas,"46 Bayani St. Brgy. San Isidro, Galas",4,Health centers,#N/A,Health centers,QC Administrative Data - Health,"46 Bayani Street Barangay San Isidro, Galas, Quezon City, Philippines",14.61394693,121.0083257,#N/A,#N/A
476,Roxas,Gen. Roxas,"Jasmin St. cor. Madre Silva St., Roxas District",4,Health centers,#N/A,Health centers,QC Administrative Data - Health,"Jasmin Street corner Madre Silva Street, Roxas District, Quezon City, Philippines",14.62824708,121.0217648,#N/A,#N/A
477,Doña Imelda,Kalayaan,"91 Guirayan St., Brgy. Doña Imelda",4,Health centers,#N/A,Health centers,QC Administrative Data - Health,"91 Guirayan Street, Barangay Doña Imelda, Quezon City, Philippines",14.61231666,121.0178328,#N/A,#N/A
478,Kamuning,Kamuning Super,"2nd Flr., 19 T. Gener St. cor. K-5th St., Brgy. Kamuning",4,Health centers,#N/A,Health centers,QC Administrative Data - Health,"2nd Floor, 19 T. Gener Street corner K-5th Street, Barangay Kamuning, Quezon City, Philippines",14.62637994,121.0368966,#N/A,#N/A
479,Krus na Ligas,Krus na Ligas,"89 Lt. J. Francisco, Brgy. Krus na Ligas",4,Health centers,#N/A,Health centers,QC Administrative Data - Health,"89 Lt. J. Francisco, Barangay Krus na Ligas, Quezon City, Philippines",14.6456416,121.0619637,#N/A,#N/A
480,Pinyahan,Pinyahan,"37 Malakas St., Brgy. Pinyahan",4,Health centers,#N/A,Health centers,QC Administrative Data - Health,"37 Malakas Street, Barangay Pinyahan, Quezon City, Philippines",14.63813357,121.0482163,#N/A,#N/A
481,San Vicente,San Vicente,"#14 Maayusin Ext., Brgy. San Vicente",4,Health centers,#N/A,Health centers,QC Administrative Data - Health,"#14 Maayusin Extension, Barangay San Vicente, Quezon City, Philippines",14.65233446,121.0570022,#N/A,#N/A
482,Tatalon,Tatalon,"33 Victory Ave., Brgy. Tatalon",4,Health centers,#N/A,Health centers,QC Administrative Data - Health,"33 Victory Avenue, Barangay Tatalon, Quezon City, Philippines",14.62180233,121.0124449,#N/A,#N/A
483,Novaliches Proper,Arsenia de Jesus Maximo Super,"Quirino Highway, Brgy. Novaliches Proper",5,Health centers,#N/A,Health centers,QC Administrative Data - Health,"Quirino Highway, Barangay Novaliches Proper, Quezon City, Philippines",14.7219738,121.0408339,#N/A,#N/A
484,Bagbag,Bagbag,"18 Parokya ng Pagkabuhay Road, Brgy. Bagbag",5,Health centers,#N/A,Health centers,QC Administrative Data - Health,"18 Parokya ng Pagkabuhay Road, Barangay Bagbag, Quezon City, Philippines",14.69702447,121.0280886,#N/A,#N/A
485,Capri,Capri,"Narra St. Area 5, Brgy. Capri, Novaliches",5,Health centers,#N/A,Health centers,QC Administrative Data - Health,"Narra Street Area 5, Barangay Capri, Novaliches, Quezon City, Philippines",14.71659291,121.0291654,#N/A,#N/A
486,Fairview,Fairview,"Dahlia Avenue, Brgy. Fairview",5,Health centers,#N/A,Health centers,QC Administrative Data - Health,"Dahlia Avenue, Barangay Fairview, Quezon City, Philippines",14.6996186,121.0640358,#N/A,#N/A
487,Greater Lagro,Greater Lagro,"Blk, 47, Lot 1, Ascension Avenue, Brgy. Greater Lagro",5,Health centers,#N/A,Health centers,QC Administrative Data - Health,"Blk, 47, Lot 1, Ascension Avenue, Barangay Greater Lagro, Quezon City, Philippines",14.71452302,121.067183,#N/A,#N/A
488,Gulod,Gulod,"#47 Villaflor Village, Brgy. Gulod",5,Health centers,#N/A,Health centers,QC Administrative Data - Health,"#47 Villaflor Village, Barangay Gulod, Quezon City, Philippines",14.7119571,121.0385017,#N/A,#N/A
489,Kaligayahan,Kaligayahan,"58 Kingfisher St., Zabarte Subd.,, Brgy. Kaligayahan",5,Health centers,#N/A,Health centers,QC Administrative Data - Health,"58 Kingfisher Street, Zabarte Subdivision, Barangay Kaligayahan, Quezon City, Philippines",14.73453941,121.0500914,#N/A,#N/A
490,Pasong Putik,Maligaya,"Pechayan St., Maligaya Park Subd., Brgy. Pasong Putik",5,Health centers,#N/A,Health centers,QC Administrative Data - Health,"Pechayan Street, Maligaya Park Subdivision, Barangay Pasong Putik, Quezon City, Philippines",14.71352995,121.0412989,#N/A,#N/A
491,Nagkaisang Nayon,Nagkaisang Nayon,"Terio St., FB de Jesus,Sitio Damong Maliit Bgy. Nagkaisang Nayon",5,Health centers,#N/A,Health centers,QC Administrative Data - Health,"Terio Street, FB de Jesus,Sitio Damong Maliit Barangay Nagkaisang Nayon, Quezon City, Philippines",14.72322303,121.0315711,#N/A,#N/A
492,North Fairview,North Fairview,"Avon St., North Fairview Park Subd., Brgy. North Fairview",5,Health centers,#N/A,Health centers,QC Administrative Data - Health,"Avon Street, North Fairview Park Subdivision, Barangay North Fairview, Quezon City, Philippines",14.708786,121.0631239,#N/A,#N/A
493,San Bartolome,San Bartolome,"Angela Covered Court, Marcus St. Doña Faustina Subd., Brgy. San Bartolome",5,Health centers,#N/A,Health centers,QC Administrative Data - Health,"Angela Covered Court, Marcus Street Doña Faustina Subdivision, Barangay San Bartolome, Quezon City, Philippines",14.7052265,121.0328273,#N/A,#N/A
