,barangay,name_original,address,district,major_division,sub_division,category,data_source,address_clean,latitude,longitude,open_hours,close_hours
164,San Martin de Porres,San Martin de Porres I,Conrado Benitez St. Brgy. San Martin de Porres,4,Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child","Conrado Benitez Street Barangay San Martin de Porres, Quezon City, Philippines",14.6182804,121.0497587,#N/A,#N/A
165,San Martin de Porres,San Martin de Porres Annex,Conrado Benitez St. Brgy. San Martin de Porres,4,Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child","Conrado Benitez Street Barangay San Martin de Porres, Quezon City, Philippines",14.6182804,121.0497587,#N/A,#N/A
166,Horseshoe,Horseshoe,"Brgy. Horsehoe Bgy. Hall, Sunset Drive",4,Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child","Barangay Horsehoe Barangay Hall, Sunset Drive, Quezon City, Philippines",14.61102843,121.0433513,#N/A,#N/A
167,Tatalon,Manunggal I,Manunggal St. Brgy. Tatalon,4,Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child","Manunggal Street Barangay Tatalon, Quezon City, Philippines",14.62203101,121.0141846,#N/A,#N/A
168,Tatalon,Manunggal II,"#15 Senior Citizen Bldg., Manunggal St. Brgy. Tatalon",4,Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child","#15 Senior Citizen Building, Manunggal Street Barangay Tatalon, Quezon City, Philippines",14.6238209,121.0140205,#N/A,#N/A
169,Kristong Hari,Kristong Hari,"Broadway, Brgy. Kristong Hari",4,Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child","Broadway, Barangay Kristong Hari, Quezon City, Philippines",14.624589,121.025335,#N/A,#N/A
170,Damayang Lagi,Damayang Lagi,Block 4 (Chapel) E. Rodriguez Sr. Ave. Brgy. Damayang Lagi,4,Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child","Block 4 (Chapel) E. Rodriguez Sr. Avenue Barangay Damayang Lagi, Quezon City, Philippines",14.6164505,121.022814,#N/A,#N/A
171,San Isidro Galas,San Isidro Galas,"Brgy. San Isidro Galas Bgy. Hall Compound, Unang Hakbang St.",4,Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child","Barangay San Isidro Galas Barangay Hall Compound, Unang Hakbang Street, Quezon City, Philippines",14.6116958,121.0092997,#N/A,#N/A
172,Sto Niño,Sto. Niño,Inocando St. Corner Santol St. Brgy. Sto. Niño,4,Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child","Inocando Street Corner Santol Street Barangay Sto. Niño, Quezon City, Philippines",14.6129509,121.012594,#N/A,#N/A
173,Santol,Santol,"Brgy. Santol Brgy. Hall, Silencio cor. Baloy St.",4,Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child","Barangay Santol Barangay Hall, Silencio corner Baloy Street, Quezon City, Philippines",14.6121625,121.0143531,#N/A,#N/A
174,Doña Imelda,Chamberette Doña Imelda,Chamberette Building Guirayan St. Brgy. Doña Imelda,4,Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child","Chamberette Building Guirayan Street Barangay Doña Imelda, Quezon City, Philippines",14.61231666,121.0178328,#N/A,#N/A
175,Doña Imelda,Palanza,#38 Kapiligan St. Brgy. Doña Imelda,4,Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child","#38 Kapiligan Street Barangay Doña Imelda, Quezon City, Philippines",14.61023701,121.0194223,#N/A,#N/A
176,Doña Josefa,Doña Josefa,Brgy. Doña Josefa Brgy. Hall Agno cor. Kitanlad St.,4,Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child","Barangay Doña Josefa Barangay Hall Agno corner Kitanlad Street, Quezon City, Philippines",14.61905536,121.0065518,#N/A,#N/A
177,Don Manuel,Don Manuel,L. Castillo corner Matimyas St. Brgy. Don Manuel,4,Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child","L. Castillo corner Matimyas Street Barangay Don Manuel, Quezon City, Philippines",14.61651458,121.0044445,#N/A,#N/A
178,Doña Aurora,Doña Aurora,E. Jacinto St. Brgy. Doña Aurora,4,Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child","E. Jacinto Street Barangay Doña Aurora, Quezon City, Philippines",14.61621067,121.0104831,#N/A,#N/A
179,Old Capitol Site,Old Capitol Site,Masaya St. Interior (near Bgy. Hall) Brgy. Old Capitol Site,4,Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child","Masaya Street Interior (near Barangay Hall) Barangay Old Capitol Site, Quezon City, Philippines",14.65156063,121.0535393,#N/A,#N/A
180,Old Capitol Site,Pechayan,Zone 1 Brgy. Old Capitol Site,4,Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child","Zone 1 Barangay Old Capitol Site, Quezon City, Philippines",14.6504202,121.0525881,#N/A,#N/A
181,San Vicente,San Vicente,Fatima St. cor. Maayusin Ext. Brgy. San Vicente,4,Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child","Fatima Street corner Maayusin Extension Barangay San Vicente, Quezon City, Philippines",14.6531219,121.0559879,#N/A,#N/A
182,U.P. Campus,Amorsolo,"Barangay Hall Compd., Pook Amorsolo Brgy. UP Campus",4,Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child","Barangay Hall Compd., Pook Amorsolo Barangay UP Campus, Quezon City, Philippines",14.67587252,121.0206153,#N/A,#N/A
183,U.P. Campus,Amorsolo II,#N/A,4,Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",#N/A,#N/A,#N/A,#N/A,#N/A
184,U.P. Campus,Pook Village B,Pook Village B Brgy. UP Campus,4,Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child","Pook Village B Barangay UP Campus, Quezon City, Philippines",14.0458782,121.5962726,#N/A,#N/A
185,U.P. Campus,Pook Libis,Pook Libis Brgy. UP Campus,4,Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child","Pook Libis Barangay UP Campus, Quezon City, Philippines",14.615454,121.07498,#N/A,#N/A
186,U.P. Campus,Pook Daang Tubo,Pook Daang Tubo Brgy. UP Campus,4,Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child","Pook Daang Tubo Barangay UP Campus, Quezon City, Philippines",14.6884313,121.0745333,#N/A,#N/A
187,Central,Forestry,BFD Compound Brgy. Central,4,Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child","BFD Compound Barangay Central, Quezon City, Philippines",14.6426348,121.0511412,#N/A,#N/A
188,Central,Kalayaan,#81 Kalayaan Ave. Brgy. Central,4,Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child","#81 Kalayaan Avenue Barangay Central, Quezon City, Philippines",14.64428875,121.0538586,#N/A,#N/A
189,Central,Botanical,128 Orchid St. Brgy. Central,4,Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child","128 Orchid Street Barangay Central, Quezon City, Philippines",14.6426348,121.0511412,#N/A,#N/A
190,Central,Quezon City Yakap,"QC Hall Compound, Brgy. Central (Back of QC Public Library)",4,Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child","QC Hall Compound, Barangay Central (Back of QC Public Library), Quezon City, Philippines",14.67587252,121.0206153,#N/A,#N/A
191,Krus na Ligas,KNL-CDO,V. Francisco St. (beside KNL High School) Brgy. Krus Na Ligas,4,Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child","V. Francisco Street (beside KNL High School) Barangay Krus Na Ligas, Quezon City, Philippines",14.6456416,121.0619637,#N/A,#N/A
192,Krus na Ligas,Sitio Lambak,Flores St. Brgy. Krus Na Ligas,4,Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child","Flores Street Barangay Krus Na Ligas, Quezon City, Philippines",14.64095458,121.0634213,#N/A,#N/A
193,Krus na Ligas,Kabalitang,Kabalitang St. Brgy. Krus Na Ligas,4,Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child","Kabalitang Street Barangay Krus Na Ligas, Quezon City, Philippines",14.64290244,121.0616173,#N/A,#N/A
194,Botocan,Botocan,"Brgy. Botocan Brgy. Hall, Makadios St.",4,Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child","Barangay Botocan Barangay Hall, Makadios Street, Quezon City, Philippines",14.636646,121.0623611,#N/A,#N/A
195,Malaya,Malaya,"Brgy. Malaya Brgy. Hall, Matahimik St.",4,Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child","Barangay Malaya Barangay Hall, Matahimik Street, Quezon City, Philippines",14.64500943,121.0543666,#N/A,#N/A
196,Pinyahan,Pinyahan Proper,"#35 Malakas St. Brgy. Hall Compd., Brgy. Pinyahan",4,Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child","#35 Malakas Street Barangay Hall Compd., Barangay Pinyahan, Quezon City, Philippines",14.63496618,121.0473259,#N/A,#N/A
197,Greater Lagro,Greater Lagro I,"1st floor Greater Largo Daycare Center Building, Ascension Rd., Greater Lagro Subd. Brgy. Greater Lagro",5,Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child","1st floor Greater Largo Daycare Center Building, Ascension Road, Greater Lagro Subdivision Barangay Greater Lagro, Quezon City, Philippines",14.6884313,121.0745333,#N/A,#N/A
198,Greater Lagro,Greater Lagro II,"2nd floor Greater Largo Daycare Center Building, Ascension Rd., Greater Lagro Subd. Brgy. Greater Lagro",5,Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child","2nd floor Greater Largo Daycare Center Building, Ascension Road, Greater Lagro Subdivision Barangay Greater Lagro, Quezon City, Philippines",14.6884313,121.0745333,#N/A,#N/A
199,Pasong Putik Proper,SAMAPINA,"Block 1 Lot 60 Sampaguita St. Maligaya Park, Brgy. Pasong Putik Proper",5,Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child","Block 1 Lot 60 Sampaguita Street Maligaya Park, Barangay Pasong Putik Proper, Quezon City, Philippines",14.6768643,121.0656362,#N/A,#N/A
200,Pasong Putik Proper,Pechayan,"Block 31 Lot 23 Ilang-Ilang St. Pechayan Kanan, Maligaya Park, Brgy. Pasong Putik",5,Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child","Block 31 Lot 23 Ilang-Ilang Street Pechayan Kanan, Maligaya Park, Barangay Pasong Putik, Quezon City, Philippines",14.69185009,121.059892,#N/A,#N/A
201,North Fairview,Milenyo,"Milenyo Daycare Center Building, Milenyo St. Phase 8-I, Brgy. North Fairview",5,Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child","Milenyo Daycare Center Building, Milenyo Street Phase 8-I, Barangay North Fairview, Quezon City, Philippines",14.7032559,121.070728,#N/A,#N/A
202,North Fairview,Avon,"13-A Avon St., North Fairview Subd., Brgy. North Fairview",5,Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child","13-A Avon Street, North Fairview Subdivision, Barangay North Fairview, Quezon City, Philippines",14.7032559,121.070728,#N/A,#N/A
203,North Fairview,NAMAPA,"NAMAPA Compound, Brgy. North Fairview",5,Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child","NAMAPA Compound, Barangay North Fairview, Quezon City, Philippines",14.713,121.064,#N/A,#N/A
204,North Fairview,Phase 8-I,"1st Floor Daycare and Livelihood Center Building, Peso St., United North Fairview Subd., Brgy. North Fairview",5,Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child","1st Floor Daycare and Livelihood Center Building, Peso Street, United North Fairview Subdivision, Barangay North Fairview, Quezon City, Philippines",14.7032559,121.070728,#N/A,#N/A
205,North Fairview,Phase 8-II,"2nd Floor Daycare and Livelihood Center Building, Peso St., United North Fairview Subd., Brgy. North Fairview",5,Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child","2nd Floor Daycare and Livelihood Center Building, Peso Street, United North Fairview Subdivision, Barangay North Fairview, Quezon City, Philippines",14.7032559,121.070728,#N/A,#N/A
206,Fairview,Fairview,"Ground floor Vargas Hall, Barangay Hall Complex, Dahlia St., Brgy. Fairview",5,Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child","Ground floor Vargas Hall, Barangay Hall Complex, Dahlia Street, Barangay Fairview, Quezon City, Philippines",14.71102448,121.0489876,#N/A,#N/A
207,Fairview,Sitio Ruby,"Sitio Ruby St. SERNAI East Fairview, Brgy. Fairview",5,Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child","Sitio Ruby Street SERNAI East Fairview, Barangay Fairview, Quezon City, Philippines",14.70957411,121.0698836,#N/A,#N/A
208,Fairview,MMTC,"Basilio St., cor Republic Ave., Brgy. Fairview",5,Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child","Basilio Street, corner Republic Avenue, Barangay Fairview, Quezon City, Philippines",14.69301682,121.0638452,#N/A,#N/A
209,Fairview,Sitio Kislap,"Sitio Kislap Pearl St, Brgy. Fairview",5,Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child","Sitio Kislap Pearl St, Barangay Fairview, Quezon City, Philippines",14.70901131,121.0717224,#N/A,#N/A
210,Fairview,Sitio Urlina,Sitio Urlina Lilac St. Brgy. Fairview,5,Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child","Sitio Urlina Lilac Street Barangay Fairview, Quezon City, Philippines",14.69901915,121.0451947,#N/A,#N/A
211,Fairview,SAPAMANAI,"2nd Floor SAPAMANAI Bldg., Molave St. cor Mahogany St. Brgy Fairview",5,Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child","2nd Floor SAPAMANAI Building, Molave Street corner Mahogany Street Barangay Fairview, Quezon City, Philippines",14.73063199,121.038522,#N/A,#N/A
212,Fairview,Sitio RABOSNA,"14 Ruby St Sitio Rabosna, Brgy. Fairview",5,Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child","14 Ruby St Sitio Rabosna, Barangay Fairview, Quezon City, Philippines",14.70957411,121.0698836,#N/A,#N/A
213,Kaligayahan,Kingfisher,Kingfisher St. Zabarte Subd. Brgy. Kaligayahan (beside Kaligayahan Health Center),5,Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child","Kingfisher Street Zabarte Subdivision Barangay Kaligayahan (beside Kaligayahan Health Center), Quezon City, Philippines",14.73453941,121.0500914,#N/A,#N/A
214,Kaligayahan,Junji,"Junji Street, Rolling Hills Western Village, Brgy. Kaligayahan",5,Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child","Junji Street, Rolling Hills Western Village, Barangay Kaligayahan, Quezon City, Philippines",14.73240967,121.0506567,#N/A,#N/A
215,Kaligayahan,Mockingbird,"Barangay Kaligayahan Hall, Mockingbird St. Zabarte Subd., Brgy. Kaligayahan",5,Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child","Barangay Kaligayahan Hall, Mockingbird Street Zabarte Subdivision, Barangay Kaligayahan, Quezon City, Philippines",14.73752546,121.0519651,#N/A,#N/A
216,Kaligayahan,Tawid Sapa I,"Blk. 10 Phase 1, Kalinga Tawid Sapa, Brgy. Kaligayahan",5,Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child","Blk. 10 Phase 1, Kalinga Tawid Sapa, Barangay Kaligayahan, Quezon City, Philippines",14.7271887,121.0444338,#N/A,#N/A
217,Kaligayahan,Tawid Sapa II,"Zone 1 cor. Sampalucan St., Tawid Sapa, Brgy. Kaligayahan",5,Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child","Zone 1 corner Sampalucan Street, Tawid Sapa, Barangay Kaligayahan, Quezon City, Philippines",14.7271887,121.0444338,#N/A,#N/A
218,Kaligayahan,Bistekville 2,"1st Flr Bistekville II Multi-Purpose Hall Building, Brgy. Kaligayahan",5,Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child","1st Flr Bistekville II Multi-Purpose Hall Building, Barangay Kaligayahan, Quezon City, Philippines",14.7271887,121.0444338,#N/A,#N/A
219,Sta. Lucia,Bonifacio,"2/F BPSO Building, Brgy. Hall Compound, A. Bonifacio St. Brgy. Sta. Lucia Ave.",5,Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child","2/F BPSO Building, Barangay Hall Compound, A. Bonifacio Street Barangay Sta. Lucia Avenue, Quezon City, Philippines",14.69773617,121.1103265,#N/A,#N/A
220,Sta. Lucia,Balagtas,25 Balagtas St. cor. M. Aquino St. Brgy. Sta. Lucia,5,Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child","25 Balagtas Street corner M. Aquino Street Barangay Sta. Lucia, Quezon City, Philippines",14.70634588,121.0499308,#N/A,#N/A
221,Sta. Lucia,Sitio 6,"Lot 18 Blk 52, Abad Santos St, Sitio 6, Brgy. Sta Lucia",5,Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child","Lot 18 Blk 52, Abad Santos St, Sitio 6, Barangay Sta Lucia, Quezon City, Philippines",14.70952329,121.0504179,#N/A,#N/A
222,Sta. Lucia,Tarhaville,"Blk 13 Lapu-lapu, Tarhaville Village, Brgy. Sta Lucia",5,Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child","Blk 13 Lapu-lapu, Tarhaville Village, Barangay Sta Lucia, Quezon City, Philippines",14.70819835,121.0475115,#N/A,#N/A
223,Sta. Lucia,Plainville,"St. Joseph St., Plainville Subdivision",5,Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child","Street Joseph Street, Plainville Subdivision, Quezon City, Philippines",14.6800042,121.042988,#N/A,#N/A
224,San Agustin,St. Francis,"Barangay Hall Compd., Patnubay Street, St. Francis Village",5,Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child","Barangay Hall Compd., Patnubay Street, Street Francis Village, Quezon City, Philippines",14.728786,121.0383651,#N/A,#N/A
225,San Agustin,T.S. Cruz,"T.S. Cruz Day Care and Livelihood Center, Fidel St., T.S. Cruz Subdivision, Brgy. San Agustin",5,Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child","T.S. Cruz Day Care and Livelihood Center, Fidel Street, T.S. Cruz Subdivision, Barangay San Agustin, Quezon City, Philippines",14.7277688,121.0353029,#N/A,#N/A
226,San Agustin,Nova Homes,"Narra St., Nova Homes Subd. Brgy. San Agustin",5,Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child","Narra Street, Nova Homes Subdivision Barangay San Agustin, Quezon City, Philippines",14.73431774,121.036679,#N/A,#N/A
227,Novaliches Proper,Novaliches Proper I,"3rd Floor, Livelihood CHILD DEVELOPMENT CENTER Bldg., Nova Plaza, Buenamar St.,Brgy. Novaliches Proper",5,Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child","3rd Floor, Livelihood CHILD DEVELOPMENT CENTER Building, Nova Plaza, Buenamar Street,Barangay Novaliches Proper, Quezon City, Philippines",14.71891743,121.0392507,#N/A,#N/A
228,Novaliches Proper,Novaliches Proper II,"2nd Floor Multi-purpose Bldg., P. Tupaz St., Doña Rosario, Brgy. Novaliches Proper",5,Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child","2nd Floor Multi-purpose Building, P. Tupaz Street, Doña Rosario, Barangay Novaliches Proper, Quezon City, Philippines",14.71886189,121.0352432,#N/A,#N/A
229,Novaliches Proper,Doña Rosario,"Ground Floor Multi-purpose Bldg., P. Tupaz St., Doña Rosario, Brgy. Novaliches Proper",5,Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child","Ground Floor Multi-purpose Building, P. Tupaz Street, Doña Rosario, Barangay Novaliches Proper, Quezon City, Philippines",14.71886189,121.0352432,#N/A,#N/A
230,Nagkaisang Nayon,Nagkaisang Nayon I,"Barangay Hall Compound., #7 Banahaw St. Brgy. Nagkaisang Nayon",5,Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child","Barangay Hall Compound., #7 Banahaw Street Barangay Nagkaisang Nayon, Quezon City, Philippines",14.71932957,121.0286675,#N/A,#N/A
231,Nagkaisang Nayon,Nagkaisang Nayon II,"Barangay Hall Compound., #7 Banahaw St. Brgy. Nagkaisang Nayon",5,Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child","Barangay Hall Compound., #7 Banahaw Street Barangay Nagkaisang Nayon, Quezon City, Philippines",14.71932957,121.0286675,#N/A,#N/A
232,Nagkaisang Nayon,Jonaville I,"St.Joseph St., Jonaville Subdivision, Brgy. Nagkaisang Nayon",5,Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child","StreetJoseph Street, Jonaville Subdivision, Barangay Nagkaisang Nayon, Quezon City, Philippines",14.7235756,121.0251884,#N/A,#N/A
233,Nagkaisang Nayon,Villa Nova,"St. Michael St. cor Francis St. Villanova Subd., Brgy. Nagkaisang Nayon",5,Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child","Street Michael Street corner Francis Street Villanova Subdivision, Barangay Nagkaisang Nayon, Quezon City, Philippines",14.7235756,121.0251884,#N/A,#N/A
234,Nagkaisang Nayon,Lazaro,"Lot 5 Blk 5, Damong Maliit, Lazaro Subd., Brgy. Nagkaisang Nayon",5,Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child","Lot 5 Blk 5, Damong Maliit, Lazaro Subdivision, Barangay Nagkaisang Nayon, Quezon City, Philippines",14.72322303,121.0315711,#N/A,#N/A
235,Nagkaisang Nayon,Pasacola I,"Blk 1, Dormitory Phase 1 (Nagkakaisang Lakas) , Brgy. Nagkaisang Nayon",5,Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child","Blk 1, Dormitory Phase 1 (Nagkakaisang Lakas) , Barangay Nagkaisang Nayon, Quezon City, Philippines",14.7235756,121.0251884,#N/A,#N/A
236,Nagkaisang Nayon,Pasacola II,"Lot 158-B, Area C, Pasacola, Brgy. Nagkaisang Nayon",5,Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child","Lot 158-B, Area C, Pasacola, Barangay Nagkaisang Nayon, Quezon City, Philippines",14.7180742,121.0320746,#N/A,#N/A
237,Nagkaisang Nayon,Robina,"Robina Rd. Sierra Vista Subd., Brgy. Nagkaisang Nayon",5,Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child","Robina Road Sierra Vista Subdivision, Barangay Nagkaisang Nayon, Quezon City, Philippines",14.714443,121.020511,#N/A,#N/A
238,Nagkaisang Nayon,St. Andrew,"Sampaguita St., Dantes Subd., Damong Maliit, Brgy. Nagkaisang Nayon",5,Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child","Sampaguita Street, Dantes Subdivision, Damong Maliit, Barangay Nagkaisang Nayon, Quezon City, Philippines",14.72896479,121.0255848,#N/A,#N/A
239,Nagkaisang Nayon,Queensland I,"Princess Grace St., Queensland Phase I Subd., Damong Maliit, Brgy. Nagkaisang Nayon",5,Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child","Princess Grace Street, Queensland Phase I Subdivision, Damong Maliit, Barangay Nagkaisang Nayon, Quezon City, Philippines",14.72322303,121.0315711,#N/A,#N/A
240,Nagkaisang Nayon,Queensland II,"Ground Floor Vargas Building, Blk 5 Lot 14 Ruby St. Queensland 2 Village, Brgy Nagkaisang Nayon",5,Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child","Ground Floor Vargas Building, Blk 5 Lot 14 Ruby Street Queensland 2 Village, Barangay Nagkaisang Nayon, Quezon City, Philippines",14.72802002,121.025479,#N/A,#N/A
241,Capri,Champaca,"Barangay Hall Building, Sampaguita St., Area 5",5,Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child","Barangay Hall Building, Sampaguita Street, Area 5, Quezon City, Philippines",14.67676725,121.0665614,#N/A,#N/A
242,Capri,Narra,"Barangay Hall Building, Sampaguita St., Area 5",5,Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child","Barangay Hall Building, Sampaguita Street, Area 5, Quezon City, Philippines",14.67676725,121.0665614,#N/A,#N/A
243,Sta. Monica,Aguardiente,"1st floor Barangay Sta Monica Daycare Center Building, Pugong Ginto St., Aguardiente, Brgy. Sta Monica",5,Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child","1st floor Barangay Sta Monica Daycare Center Building, Pugong Ginto Street, Aguardiente, Barangay Sta Monica, Quezon City, Philippines",14.71533924,121.0462435,#N/A,#N/A
244,Sta. Monica,Sta. Monica,"Barangay Hall Compd., Moises St., Jordan Plains Subd., Brgy. Sta Monica",5,Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child","Barangay Hall Compd., Moises Street, Jordan Plains Subdivision, Barangay Sta Monica, Quezon City, Philippines",14.7140514,121.0492105,#N/A,#N/A
245,Sta. Monica,Palmera,"Multi-purpose Hall Mangga St. Phase I-A Palmera Homes, Brgy. Sta Monica",5,Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child","Multi-purpose Hall Mangga Street Phase I-A Palmera Homes, Barangay Sta Monica, Quezon City, Philippines",14.7136546,121.0498761,#N/A,#N/A
246,Gulod,Joan of Arc,"2nd Floor HOA Bldg., Victoria St. Joan of Arc, Brgy. Gulod",5,Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child","2nd Floor HOA Building, Victoria Street Joan of Arc, Barangay Gulod, Quezon City, Philippines",14.71965918,121.0449055,#N/A,#N/A
247,Gulod,Villareal,"3rd floor Old Barangay Hall Building, Quirino Highway, Brgy. Gulod",5,Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child","3rd floor Old Barangay Hall Building, Quirino Highway, Barangay Gulod, Quezon City, Philippines",14.71350568,121.0401028,#N/A,#N/A
248,Gulod,POCC (Holy Trinity),"Nenita Extn. POCC Compound Area VI, Brgy. Gulod",5,Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child","Nenita Extension POCC Compound Area VI, Barangay Gulod, Quezon City, Philippines",14.7134709,121.0402729,#N/A,#N/A
249,Gulod,Nitang,# 47 Nitang Avenue Brgy Gulod,5,Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child","# 47 Nitang Avenue Barangay Gulod, Quezon City, Philippines",14.71295602,121.042349,#N/A,#N/A
